Site_ID,Lat,Lon,Total_Facilities,Diversity_Index,Facility_Types_List,Subtype_Diversity
1206632,51.51059,-1.389007,2,1,"5, 5",2
1206633,51.37878,-1.343608,1,1,6,1
1206635,50.39691,-3.55831,3,1,"5, 5, 5",3
1206636,51.37644,-1.353311,1,1,5,1
1206637,50.46902,-3.501329,1,1,5,1
1206638,55.06322,-1.627788,2,1,"5, 5",2
1206639,51.40631,-1.303089,1,1,6,1
1206640,52.34701,1.198881,1,1,6,1
1206641,50.48063,-3.538341,4,1,"5, 5, 5, 5",4
1206642,50.78512,0.2918317,1,1,6,1
1206643,51.40401,-1.511812,4,1,"5, 5, 5, 5",3
1206644,55.02075,-1.456882,3,1,"5, 5, 5",2
1206645,52.28947,1.124794,1,1,5,1
1206646,50.39959,-3.527335,1,1,5,1
1206647,50.46161,-3.542721,3,1,"5, 5, 5",3
1206649,50.43405,-3.562645,4,1,"5, 5, 5, 5",4
1206650,52.25712,0.8668056,3,2,"5, 5, 6",3
1206652,50.47831,-3.545936,1,1,5,1
1206653,52.24061,0.9196275,4,2,"5, 5, 5, 6",4
1206655,50.74142,-4.006913,2,2,"2, 5",2
1206656,50.81839,-4.076074,1,1,5,1
1206659,55.01733,-1.444906,1,1,5,1
1206660,51.40219,-1.322391,2,2,"6, 12",2
1206661,50.48785,-4.090014,1,1,5,1
1206664,50.67005,-3.846943,2,1,"5, 5",2
1206665,51.40065,-1.265339,2,1,"5, 5",2
1206667,51.55431,-1.757686,1,1,6,1
1206668,50.54206,-4.138434,1,1,5,1
1206669,51.04781,0.2193375,4,1,"5, 5, 5, 5",4
1206670,51.54767,-1.73081,1,1,6,1
1206671,50.53795,-4.125903,1,1,5,1
1206672,51.38115,-1.333532,4,2,"2, 5, 5, 5",3
1206673,50.43821,-4.100389,5,1,"5, 5, 5, 5, 5",4
1206675,50.82412,0.2455292,1,1,6,1
1206676,50.3729,-4.164584,1,1,5,1
1206677,50.36137,-4.092918,4,2,"5, 5, 5, 17",4
1206678,51.58925,-1.756244,7,5,"2, 5, 5, 5, 6, 12, 13",7
1206679,50.38281,-4.148357,7,2,"5, 5, 5, 5, 5, 5, 17",7
1206680,51.48246,-1.243044,3,2,"5, 5, 6",3
1206681,50.88383,0.5845218,4,1,"5, 5, 5, 5",4
1206682,50.8202,-0.6107231,2,2,"5, 6",2
1206683,50.80887,-0.4819115,2,2,"5, 17",2
1206684,51.40895,-0.8410203,2,2,"5, 17",2
1206685,50.87954,0.5321204,2,1,"5, 5",2
1206686,50.86932,-0.420958,1,1,5,1
1206687,51.52397,-1.791404,1,1,6,1
1206688,50.81338,-0.4816515,1,1,5,1
1206689,50.84125,0.4740325,1,1,6,1
1206690,50.82323,-0.4736646,4,3,"2, 5, 5, 17",4
1206692,50.96997,0.020132,4,1,"5, 5, 5, 5",4
1206694,50.86945,-0.7347449,1,1,5,1
1206695,51.04128,-0.6183005,1,1,5,1
1206696,50.77317,0.09592146,5,2,"5, 5, 5, 5, 17",5
1206698,51.55602,-1.898039,7,3,"5, 5, 5, 5, 5, 8, 17",6
1206701,50.78617,0.05179794,6,4,"5, 5, 5, 8, 17, 20",6
1206704,51.39192,-0.85855,2,1,"5, 5",2
1206705,50.83998,-0.7768933,2,1,"5, 5",2
1206707,50.79542,-0.832376,1,1,5,1
1206708,50.86507,-0.002395569,5,1,"5, 5, 5, 5, 5",5
1206709,50.73475,-0.7937235,1,1,5,1
1206710,51.59814,-1.658129,3,2,"5, 5, 17",3
1206712,51.10652,-0.1635128,4,1,"5, 5, 5, 5",4
1206718,51.13309,-0.1963039,3,1,"5, 5, 5",3
1206720,51.1674,-0.2919897,3,1,"5, 5, 5",3
1206721,51.11389,-0.1568611,1,1,5,1
1206722,51.11014,-0.1804709,5,2,"5, 5, 5, 5, 17",5
1206723,51.13214,-0.2090478,3,2,"2, 5, 5",2
1206724,51.24434,-0.2673511,1,1,6,1
1206726,51.09753,-0.2039157,3,1,"6, 6, 6",1
1206727,51.09719,-0.1911752,13,8,"1, 2, 3, 6, 6, 7, 7, 7, 8, 12, 12, 12, 13",11
1206730,52.07069,-0.7513993,5,2,"5, 5, 5, 5, 17",5
1206732,52.07072,-0.7564952,1,1,5,1
1206734,52.06329,-0.8099138,2,2,"6, 12",2
1206738,52.64609,1.267313,6,2,"5, 5, 5, 5, 5, 20",6
1206739,52.62051,1.257082,9,3,"5, 5, 5, 5, 5, 5, 17, 17, 20",8
1206740,52.37057,-0.2648426,6,2,"5, 5, 5, 5, 5, 8",6
1206741,52.63795,1.31454,2,1,"5, 5",2
1206742,52.05537,-0.7419184,1,1,6,1
1206744,51.53221,0.7361533,3,2,"5, 5, 17",3
1206746,51.5642,0.7070504,4,2,"2, 5, 5, 5",3
1206747,51.57338,0.6829819,4,2,"2, 5, 5, 5",3
1206748,51.60109,0.6768789,2,1,"5, 5",1
1206750,51.60935,0.5817438,1,1,5,1
1206752,52.59346,-0.2550808,5,2,"5, 5, 5, 5, 17",4
1206753,52.59611,-0.2763255,5,1,"5, 5, 5, 5, 5",5
1206754,51.38282,-0.8180661,6,2,"5, 5, 5, 5, 5, 17",6
1206755,52.54021,-0.2765451,7,3,"5, 5, 5, 5, 8, 17, 17",6
1206756,52.57083,-0.3500252,1,1,5,1
1206757,51.39701,-0.9721849,1,1,5,1
1206758,52.64686,-0.4717541,1,1,5,1
1206761,52.60828,1.7118,3,1,"5, 5, 5",3
1206763,52.46925,1.03394,1,1,5,1
1206764,51.40148,-0.9454827,5,2,"5, 5, 5, 5, 17",5
1206766,52.59094,1.721397,4,1,"5, 5, 5, 5",4
1206768,51.53812,-0.8962156,1,1,5,1
1206770,51.39704,-0.9949455,1,1,6,1
1206771,51.37697,-0.9201218,1,1,5,1
1206772,51.47245,-0.8814518,3,2,"5, 5, 17",3
1206774,51.4737,-0.8868546,1,1,6,1
1206775,52.324,-0.2221911,5,1,"5, 5, 5, 5, 5",5
1206776,52.29204,-0.2469865,7,2,"5, 5, 5, 5, 5, 5, 17",7
1206777,51.37251,-0.4607153,1,1,6,1
1206778,52.21769,-0.2852686,1,1,5,1
1206780,52.51601,-0.2548016,4,2,"5, 5, 5, 8",4
1206781,51.40414,-0.3587284,2,2,"6, 12",2
1206783,52.40218,-0.07786392,5,1,"5, 5, 5, 5, 5",5
1206784,51.40229,-0.3790376,1,1,12,1
1206786,51.37038,-0.362736,1,1,6,1
1206789,51.36592,-0.3995149,2,2,"6, 12",2
1206790,51.38366,-0.4152064,2,2,"6, 12",2
1206791,52.44612,-0.1145352,1,1,5,1
1206793,51.38779,-0.3827687,1,1,6,1
1206794,50.73501,-2.056561,3,1,"5, 5, 5",2
1206795,51.36169,-0.3572569,1,1,12,1
1206796,50.91611,-1.424987,1,1,6,1
1206797,51.3401,-0.4261115,2,2,"5, 17",2
1206798,51.38158,-0.3226452,1,1,5,1
1206801,50.9174,-1.42948,1,1,6,1
1206802,50.90646,-1.366265,1,1,6,1
1206803,50.70614,-1.920637,1,1,6,1
1206804,50.73338,-1.925959,2,1,"5, 5",2
1206806,50.71545,-1.956549,6,1,"5, 5, 5, 5, 5, 5",6
1206807,50.93519,-1.441217,1,1,6,1
1206808,50.728,-2.021945,5,1,"5, 5, 5, 5, 5",5
1206809,50.94003,-1.4109,1,1,7,1
1206811,50.14516,-5.484875,4,3,"2, 5, 5, 6",4
1206813,51.32398,-0.5593185,3,1,"5, 5, 5",3
1206814,52.67274,1.323069,3,1,"5, 5, 5",2
1206815,52.67307,1.235561,3,2,"5, 5, 17",3
1206816,52.66322,1.322317,4,1,"5, 5, 5, 5",4
1206817,51.33764,-0.4790408,6,2,"5, 5, 5, 5, 5, 17",6
1206819,52.22317,0.2279185,2,1,"5, 5",2
1206821,52.22417,0.1692682,3,1,"5, 5, 5",3
1206822,52.17917,0.2254986,7,4,"5, 5, 5, 5, 6, 8, 17",7
1206824,52.14207,-0.4528432,1,1,6,1
1206825,52.24058,0.1531091,3,1,"5, 5, 5",3
1206826,51.32459,-0.5949638,4,1,"5, 5, 5, 5",4
1206827,52.13678,-0.4639706,1,1,6,1
1206830,52.12884,-0.4130597,1,1,5,1
1206832,52.20274,0.1276685,1,1,5,1
1206836,52.11733,-0.4518328,8,3,"5, 5, 5, 5, 5, 6, 8, 8",7
1206837,52.19438,0.0972613,2,1,"5, 5",1
1206838,52.15876,0.1210379,4,2,"5, 5, 5, 8",3
1206840,52.14075,-0.4586027,1,1,5,1
1206841,52.14026,-0.5068288,5,3,"5, 5, 5, 6, 17",5
1206842,55.64713,-2.112953,1,1,5,1
1206843,55.73889,-1.991799,2,1,"5, 5",1
1206844,55.54409,-2.001281,1,1,5,1
1206845,55.7688,-1.994772,1,1,5,1
1206846,55.07738,-1.57279,2,1,"5, 5",2
1206847,55.06533,-1.553144,3,2,"5, 5, 17",3
1206848,52.0313,-0.5049191,2,1,"5, 5",1
1206849,55.11704,-1.513356,2,1,"5, 5",2
1206851,54.97719,-2.344513,1,1,5,1
1206852,54.94877,-1.908225,8,2,"5, 5, 5, 5, 5, 5, 5, 8",8
1206853,54.96692,-2.013292,7,3,"2, 5, 5, 5, 5, 5, 17",6
1206855,55.23379,-2.577075,1,1,5,1
1206856,52.12372,-0.2160539,3,2,"5, 5, 17",3
1206857,54.96885,-2.013021,1,1,5,1
1206858,54.85907,-1.829737,2,1,"5, 5",1
1206859,52.09401,-0.267539,1,1,5,1
1206860,51.9649,-0.5892262,1,1,5,1
1206861,52.08544,-0.339304,1,1,5,1
1206862,52.07003,-0.2706036,4,2,"5, 5, 5, 13",3
1206863,51.31046,-0.5980767,2,1,"5, 5",2
1206864,51.31954,-0.5702532,2,1,"5, 5",2
1206865,51.35299,-0.6037856,4,1,"5, 5, 5, 5",2
1206866,51.36023,-0.6249179,1,1,5,1
1206868,51.34753,-0.6022224,1,1,5,1
1206870,51.30993,-0.5488425,1,1,5,1
1206871,51.32374,-0.5090103,3,1,"5, 5, 5",3
1206872,51.36562,-0.5383661,3,2,"5, 5, 17",3
1206877,51.43447,-0.5759773,2,1,"5, 5",2
1206879,52.44698,0.058117,1,1,5,1
1206881,52.28773,0.1173931,5,2,"5, 5, 5, 5, 17",5
1206882,51.42665,-0.5363317,1,1,5,1
1206884,51.39336,-0.5101752,1,1,5,1
1206885,52.19393,0.3884616,2,1,"5, 5",2
1206887,52.31348,0.3925263,7,3,"5, 5, 5, 5, 5, 8, 17",7
1206888,54.56734,-0.9349118,1,1,5,1
1206890,52.33924,0.4102918,6,2,"5, 5, 5, 5, 5, 8",6
1206892,54.86239,-1.840327,3,1,"5, 5, 5",3
1206894,54.88475,-1.72597,1,1,5,1
1206895,52.45558,0.2050821,2,1,"5, 5",2
1206896,52.34441,0.3418294,3,1,"5, 5, 5",3
1206900,51.62255,0.4006467,1,1,5,1
1206901,51.69497,0.1002226,3,2,"5, 17, 17",2
1206902,54.58954,-1.016971,2,2,"5, 17",2
1206903,54.55274,-0.7931989,2,1,"5, 5",2
1206906,51.61628,0.04744566,4,1,"5, 5, 5, 5",3
1206907,51.61872,0.5348596,3,2,"5, 5, 17",3
1206909,51.63231,0.4161671,2,2,"5, 17",2
1206910,54.78838,-1.636932,2,1,"5, 5",2
1206912,51.64996,0.05878576,1,1,5,1
1206913,54.78418,-1.538503,4,1,"5, 5, 5, 5",4
1206914,54.73735,-1.519904,2,1,"5, 5",2
1206915,51.63129,0.05725412,1,1,5,1
1206916,54.77205,-1.698146,2,1,"5, 5",2
1206918,54.72617,-1.475672,1,1,5,1
1206920,54.7761,-1.645784,2,1,"5, 5",2
1206921,51.66022,0.02437434,1,1,5,1
1206922,51.58659,0.4761348,3,1,"5, 5, 5",2
1206923,51.64956,0.1191061,1,1,5,1
1206924,54.9656,-2.484962,1,1,5,1
1206925,54.51901,-0.9392799,2,1,"5, 5",2
1206926,51.85947,-0.4540281,3,2,"5, 5, 6",3
1206927,51.67048,0.09297206,3,2,"5, 5, 17",3
1206929,51.62777,0.08644719,1,1,5,1
1206930,51.96036,-0.2802838,4,1,"5, 5, 5, 5",3
1206931,55.02921,-2.122154,1,1,5,1
1206932,54.89928,-2.257873,1,1,5,1
1206934,54.53102,-1.048836,2,1,"5, 5",1
1206935,52.64422,0.6956923,2,1,"5, 5",1
1206936,52.44726,0.7304954,4,1,"5, 5, 5, 5",3
1206938,51.97671,-0.2050067,2,1,"5, 5",1
1206939,52.67097,0.9381422,1,1,5,1
1206940,52.91645,1.339456,1,1,5,1
1206941,51.88078,0.5506705,1,1,12,1
1206942,52.7791,1.544767,1,1,5,1
1206943,52.92688,1.306306,1,1,5,1
1206944,52.83764,0.8458843,1,1,5,1
1206948,51.89454,0.5500107,1,1,6,1
1206949,51.88462,-0.4580317,4,1,"5, 5, 5, 5",4
1206950,51.86181,-0.4301161,2,1,"5, 5",2
1206951,51.9564,-0.5392964,1,1,5,1
1206954,54.54507,-1.204386,4,1,"5, 5, 5, 5",4
1206956,54.54814,-1.248353,5,1,"5, 5, 5, 5, 5",5
1206957,51.80351,0.56172,1,1,5,1
1206958,51.98881,-0.1943281,3,2,"5, 5, 17",3
1206959,51.95181,-0.2917942,5,2,"5, 5, 5, 5, 8",5
1206961,51.92896,0.6930236,6,5,"2, 5, 5, 6, 13, 17",6
1206962,51.88268,-0.557851,2,1,"5, 5",2
1206964,51.92528,-0.546284,1,1,5,1
1206966,51.85956,0.5786926,1,1,5,1
1206967,51.91358,-0.5293303,3,1,"5, 5, 5",1
1206968,51.87323,-0.2107486,1,1,5,1
1206969,51.87643,0.5816778,2,1,"5, 5",1
1206972,51.9112,-0.2855898,1,1,5,1
1206973,54.55038,-1.252337,3,2,"2, 5, 5",3
1206974,51.84653,0.7122003,1,1,5,1
1206975,51.78029,0.9567173,3,2,"5, 5, 7",3
1206978,51.75531,0.09038708,3,3,"5, 6, 17",3
1206979,52.00769,-0.02156095,1,1,5,1
1206981,51.95155,-0.1689641,1,1,5,1
1206982,54.6172,-1.558928,5,1,"5, 5, 5, 5, 5",4
1206983,54.55586,-1.250694,4,1,"5, 5, 5, 5",4
1206985,54.53389,-1.206168,3,1,"5, 5, 5",3
1206986,54.71046,-1.590631,1,1,5,1
1206987,51.86821,0.808717,1,1,5,1
1206988,54.62267,-1.569463,1,1,6,1
1206989,51.94435,0.7582524,1,1,5,1
1206990,51.92578,-0.210223,1,1,5,1
1206991,51.8941,0.9021865,1,1,5,1
1206992,54.59834,-1.561699,1,1,6,1
1206993,51.55293,0.5583211,1,1,6,1
1206997,54.62863,-1.640915,2,1,"5, 5",2
1207000,51.78085,-0.1902924,1,1,5,1
1207001,51.78731,-0.1886273,6,3,"5, 5, 5, 5, 8, 17",6
1207002,51.7564,-0.2304217,5,2,"5, 5, 5, 5, 8",4
1207003,51.72399,-0.2278079,1,1,5,1
1207005,51.75108,0.4976098,1,1,6,1
1207006,51.82737,-0.2178219,4,1,"5, 5, 5, 5",4
1207007,51.81808,-0.2083462,1,1,5,1
1207009,51.79462,-0.2154684,2,1,"5, 5",2
1207010,51.648,0.6255095,8,1,"5, 5, 5, 5, 5, 5, 5, 5",8
1207011,51.75224,0.5086495,5,2,"5, 5, 5, 5, 8",5
1207012,51.72001,0.4938823,4,2,"5, 5, 17, 17",3
1207013,51.72438,0.4334449,8,4,"5, 5, 5, 5, 5, 6, 8, 17",8
1207015,51.66399,0.448608,1,1,5,1
1207017,51.73987,0.4414849,5,2,"5, 5, 5, 17, 17",4
1207019,51.73192,0.4667905,1,1,5,1
1207023,54.56614,-1.337574,1,1,5,1
1207026,54.9902,-1.41394,2,1,"5, 5",2
1207027,54.94345,-1.418403,2,2,"5, 13",2
1207028,54.95927,-1.400294,4,1,"5, 5, 5, 5",4
1207030,54.9593,-1.50013,3,1,"5, 5, 5",3
1207033,54.99961,-1.429347,1,1,6,1
1207035,54.78482,-1.328579,4,1,"5, 5, 5, 5",3
1207036,54.84247,-1.347968,5,1,"5, 5, 5, 5, 5",5
1207038,51.94345,0.6495397,5,1,"5, 5, 5, 5, 5",5
1207039,54.75145,-1.340398,5,2,"5, 5, 5, 5, 8",5
1207044,54.73843,-1.349828,1,1,5,1
1207046,51.50325,-2.604078,2,2,"2, 6",2
1207048,51.49278,-2.61519,1,1,6,1
1207051,51.51754,-2.625361,2,1,"5, 5",1
1207052,51.47274,-2.533686,3,2,"5, 5, 6",3
1207054,51.64472,-1.934158,1,1,6,1
1207055,51.75165,0.07497482,12,7,"2, 5, 5, 5, 5, 5, 5, 6, 8, 12, 13, 17",12
1207057,51.43047,-2.185533,1,1,5,1
1207059,51.47606,-2.762942,5,1,"5, 5, 5, 5, 5",4
1207061,51.916,0.2380753,1,1,5,1
1207062,51.52935,0.5936943,3,1,"5, 5, 5",2
1207064,51.5569,0.6109309,5,2,"5, 5, 5, 5, 17",5
1207065,50.5219,-4.829394,6,3,"5, 5, 5, 5, 6, 17",6
1207066,51.5773,0.5617872,1,1,5,1
1207067,50.62947,-4.358907,3,1,"6, 6, 6",2
1207071,51.63456,0.3514612,1,1,6,1
1207073,51.6032,0.2996797,4,1,"5, 5, 5, 5",4
1207075,51.3283,-2.974689,2,2,"5, 6",2
1207076,51.78222,0.1379979,1,1,5,1
1207079,51.30973,-2.831041,8,2,"5, 5, 5, 5, 5, 5, 17, 17",5
1207081,51.6233,0.3084542,1,1,5,1
1207082,50.26698,-5.02992,9,5,"2, 5, 5, 5, 5, 6, 6, 8, 17",9
1207083,51.79711,1.175997,4,1,"5, 5, 5, 5",4
1207084,51.64903,0.2751392,6,3,"5, 5, 5, 5, 13, 17",6
1207086,50.16796,-5.115385,15,7,"2, 4, 5, 5, 5, 5, 6, 6, 6, 6, 8, 8, 8, 12, 17",12
1207087,50.59983,-1.220644,7,3,"5, 5, 5, 5, 5, 6, 8",7
1207090,50.66886,-1.230653,1,1,5,1
1207091,50.12482,-5.54094,6,5,"2, 5, 6, 6, 12, 17",6
1207093,51.6316,0.3229361,1,1,5,1
1207094,50.74328,-1.276286,3,1,"5, 5, 5",3
1207095,50.20172,-5.480232,8,3,"5, 5, 5, 5, 5, 5, 6, 17",8
1207096,51.62615,0.3559624,1,1,5,1
1207097,50.71065,-1.352072,1,1,5,1
1207098,51.6232,0.2732256,1,1,5,1
1207100,51.63806,0.2731823,1,1,5,1
1207101,50.75504,-1.3095,1,1,5,1
1207102,51.07551,0.3527651,1,1,5,1
1207103,50.64137,-1.398886,3,2,"5, 5, 17",3
1207104,51.06128,0.3389692,2,1,"5, 5",2
1207106,51.54486,0.8135354,2,1,"5, 5",2
1207108,50.8806,0.2393247,4,1,"5, 5, 5, 5",4
1207111,50.68679,-1.143625,1,1,5,1
1207112,51.0481,0.1715,7,2,"5, 5, 5, 5, 5, 5, 17",7
1207114,51.72527,0.6897727,6,2,"5, 5, 5, 5, 5, 17",6
1207115,51.38172,-0.2437313,4,2,"5, 5, 5, 17",4
1207116,51.10338,0.2987913,1,1,5,1
1207118,51.62688,0.8107384,2,1,"5, 5",2
1207119,51.1385,-0.7785575,4,2,"5, 5, 5, 17",4
1207120,51.20045,-0.5644073,2,1,"5, 5",2
1207121,51.28652,-0.2246629,1,1,5,1
1207122,51.74153,0.7035084,3,1,"5, 5, 5",2
1207124,51.3268,-0.271034,7,2,"5, 5, 5, 17, 17, 17, 17",4
1207128,52.11702,0.2354725,3,2,"5, 5, 20",3
1207129,52.12844,0.2021334,2,1,"5, 5",2
1207130,52.13433,0.3183337,3,1,"5, 5, 5",3
1207131,52.25135,0.01802904,5,3,"5, 5, 5, 8, 17",5
1207132,52.12827,0.03102459,2,1,"5, 5",2
1207137,51.36653,-0.2651028,3,1,"5, 5, 5",3
1207140,51.32403,-0.1727798,4,2,"5, 5, 5, 17",4
1207141,52.07629,-0.05642731,3,1,"5, 5, 5",3
1207142,51.27195,-0.2445026,2,1,"5, 5",2
1207143,52.02813,0.07855735,2,1,"5, 5",2
1207145,52.18884,0.02048324,5,2,"5, 5, 5, 5, 17",5
1207146,51.21172,-0.1711176,3,1,"5, 5, 5",3
1207147,52.20871,0.06892609,6,1,"5, 5, 5, 5, 5, 5",6
1207149,52.16104,5.793267e-05,3,1,"5, 5, 5",3
1207150,50.82152,-0.4837439,11,6,"2, 5, 5, 5, 5, 5, 6, 6, 8, 12, 17",10
1207151,52.11455,0.06153093,4,2,"5, 5, 5, 17",4
1207152,52.24065,0.08546875,6,3,"5, 5, 5, 5, 8, 17",6
1207153,52.2137,0.008817931,3,2,"5, 5, 17",3
1207155,52.15575,0.02348394,1,1,5,1
1207156,52.24409,0.1135211,9,3,"5, 5, 5, 5, 5, 5, 8, 17, 17",8
1207157,52.09931,0.272756,2,1,"5, 5",2
1207158,52.28201,0.04147729,6,2,"5, 5, 5, 5, 5, 17",6
1207159,52.31437,0.01123118,6,3,"5, 5, 5, 5, 6, 8",6
1207160,52.31458,0.01867901,2,1,"5, 5",2
1207161,52.12744,0.1651651,5,1,"5, 5, 5, 5, 5",5
1207163,52.14635,0.1569522,4,2,"5, 5, 5, 17",4
1207164,52.11406,0.0335985,2,1,"5, 5",2
1207165,51.22429,-0.1753824,2,1,"5, 5",2
1207166,52.2643,0.1889301,7,2,"5, 5, 5, 5, 5, 5, 17",7
1207168,52.14572,0.3767785,1,1,5,1
1207169,51.29657,-0.1682469,2,1,"5, 5",2
1207170,52.1144,0.1512567,5,2,"5, 5, 5, 5, 17",5
1207171,52.19572,0.2654099,3,1,"5, 5, 5",3
1207172,52.31581,0.05682341,6,1,"5, 5, 5, 5, 5, 5",6
1207174,51.32129,-0.1977746,1,1,5,1
1207177,51.84901,-0.162241,4,2,"5, 5, 5, 17",3
1207178,51.80598,-0.07530985,2,1,"5, 5",2
1207179,51.82428,-0.1287511,3,2,"5, 5, 17",3
1207180,51.90745,0.03220313,4,3,"5, 5, 6, 17",4
1207181,51.94613,-0.07813834,2,1,"5, 5",2
1207182,51.7914,-0.07043957,1,1,5,1
1207183,51.78953,-0.1043582,2,2,"5, 17",2
1207184,51.86243,0.1766401,1,1,5,1
1207185,51.75346,-0.1305746,1,1,5,1
1207186,51.82186,-0.1587606,3,2,"5, 5, 17",3
1207187,51.85639,-0.1114593,4,3,"5, 5, 6, 17",4
1207188,51.92725,-0.01081858,1,1,5,1
1207190,51.74127,-0.5262809,1,1,5,1
1207192,51.2048,-0.5204961,1,1,5,1
1207195,51.2287,-0.7632689,5,2,"5, 5, 5, 5, 17",5
1207196,51.20031,-0.5904053,5,3,"2, 5, 5, 5, 13",4
1207199,52.92716,-1.473112,2,2,"2, 6",2
1207200,52.93358,-1.423908,9,5,"5, 5, 5, 5, 6, 6, 8, 12, 17",9
1207201,52.94062,-1.444632,6,2,"5, 5, 5, 5, 6, 6",6
1207202,52.92179,-1.412864,7,3,"5, 5, 5, 5, 6, 6, 17",7
1207204,52.91211,-1.52834,1,1,5,1
1207206,52.89946,-1.527382,7,5,"2, 5, 5, 5, 6, 12, 17",7
1207207,52.89108,-1.554183,2,1,"5, 5",2
1207210,52.53034,-1.83062,4,3,"2, 6, 6, 8",4
1207214,53.04361,-0.3884193,7,3,"5, 5, 5, 5, 6, 6, 17",7
1207216,53.14909,0.3339349,7,4,"2, 5, 5, 5, 6, 8, 8",6
1207218,52.56719,-1.822763,3,2,"2, 6, 6",2
1207220,52.46807,-1.920889,7,4,"2, 5, 5, 5, 6, 6, 17",6
1207221,53.19725,-0.5689251,3,2,"5, 6, 6",2
1207223,52.43411,-1.848008,2,2,"2, 6",2
1207224,53.06718,-0.5670728,7,3,"5, 5, 5, 5, 6, 6, 8",7
1207226,53.17701,0.09054329,3,3,"2, 5, 6",3
1207228,52.91596,-0.6416881,1,1,6,1
1207229,52.89629,-0.6351517,3,2,"5, 5, 6",3
1207230,52.49791,-1.910093,2,1,"6, 6",1
1207231,53.3337,0.2649729,5,2,"5, 5, 5, 5, 6",5
1207232,52.45082,-1.925349,14,8,"2, 5, 5, 6, 7, 8, 8, 8, 12, 12, 13, 17, 17, 17",10
1207235,52.4506,-1.923524,7,4,"5, 5, 6, 6, 7, 8, 8",5
1207237,52.5605,-1.795559,6,3,"5, 5, 5, 6, 6, 12",5
1207239,52.47772,-1.955138,8,4,"2, 5, 5, 5, 5, 6, 6, 12",8
1207243,52.4394,-1.832572,5,2,"5, 5, 5, 5, 6",5
1207244,52.90757,-0.6621447,6,2,"5, 5, 5, 5, 5, 6",6
1207245,52.94332,-1.485922,6,4,"5, 5, 6, 6, 8, 17",6
1207246,52.42339,-1.880456,10,3,"5, 5, 5, 5, 5, 6, 6, 6, 8, 8",8
1207247,52.91673,-1.501488,8,4,"5, 5, 5, 5, 6, 6, 12, 17",8
1207248,53.21095,-0.1077995,3,2,"5, 5, 6",3
1207249,52.88218,-1.437331,7,4,"2, 5, 5, 5, 6, 6, 12",7
1207250,52.46954,-1.9649,6,3,"5, 5, 6, 6, 6, 8",5
1207251,52.89484,-1.514011,13,6,"2, 5, 5, 5, 5, 5, 6, 8, 12, 12, 12, 17, 17",10
1207252,52.86645,-1.439068,8,4,"2, 5, 5, 5, 5, 6, 6, 12",8
1207253,52.9232,-0.6144792,4,2,"5, 5, 5, 6",4
1207255,52.90405,-1.515884,3,3,"5, 6, 17",3
1207256,52.99818,-1.33946,1,1,6,1
1207257,52.45494,-1.943549,6,2,"5, 5, 5, 5, 5, 8",6
1207258,53.07421,-1.396974,6,3,"5, 5, 5, 6, 6, 17",6
1207259,53.01719,-1.427626,5,3,"5, 5, 5, 6, 17",5
1207260,52.78571,-0.1392967,7,4,"2, 5, 5, 5, 5, 6, 8",7
1207261,52.43101,-1.946245,2,1,"5, 5",2
1207262,53.10003,-1.331123,8,5,"2, 5, 5, 5, 5, 6, 12, 17",8
1207263,52.44953,-1.917801,4,2,"5, 5, 5, 8",4
1207264,52.39033,-1.946746,5,2,"5, 5, 5, 8, 8",4
1207265,53.02682,-1.457572,7,3,"1, 5, 5, 5, 5, 5, 17",7
1207266,53.14539,-1.339599,5,3,"5, 5, 5, 6, 8",5
1207267,53.02966,0.09852356,6,3,"5, 5, 5, 6, 6, 7",6
1207268,52.46933,-1.79083,5,3,"2, 6, 6, 6, 17",4
1207269,53.22601,-1.276443,8,5,"2, 5, 5, 5, 6, 6, 8, 17",8
1207270,52.47218,-1.793976,5,1,"5, 5, 5, 5, 5",5
1207272,53.21497,-1.435329,2,1,"5, 5",2
1207273,52.79325,-0.1486324,2,2,"6, 7",2
1207275,52.46751,-1.864462,6,4,"2, 5, 5, 6, 6, 8",6
1207276,52.98711,-1.498812,6,1,"5, 5, 5, 5, 5, 5",6
1207278,53.17253,0.08897533,1,1,6,1
1207279,52.42794,-1.942961,4,2,"6, 6, 6, 12",3
1207282,52.26411,-1.163539,4,3,"5, 5, 6, 8",4
1207283,52.67855,-0.2957877,3,2,"5, 5, 8",3
1207284,52.89075,-0.3482793,4,2,"5, 5, 5, 6",4
1207287,52.46745,-0.7123494,9,5,"2, 5, 5, 5, 6, 8, 8, 8, 12",8
1207288,52.29772,-0.6945881,3,3,"2, 5, 6",3
1207290,52.35592,-1.018941,7,2,"5, 5, 5, 5, 6, 6, 6",6
1207291,53.39958,-0.7520741,1,1,6,1
1207292,52.43293,-1.848924,5,4,"2, 6, 6, 8, 12",4
1207295,52.42415,-1.953387,4,4,"5, 6, 12, 17",4
1207298,52.78355,-0.1432379,6,3,"2, 5, 5, 5, 6, 6",6
1207299,52.56145,-1.797679,9,3,"5, 5, 5, 5, 5, 5, 6, 6, 7",9
1207300,52.48698,-0.6921768,4,2,"5, 5, 6, 6",4
1207301,52.5019,-0.7212586,5,3,"5, 5, 6, 6, 17",4
1207302,53.18687,-0.5905676,8,3,"5, 5, 5, 5, 6, 6, 6, 17",7
1207306,52.32924,-0.6212112,7,2,"5, 5, 5, 5, 6, 6, 6",5
