Site ID,Facility Subtype,Facility ID,Rinks,Dimensions Estimate,Length,Width,Area,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
1011070,3002,2008968,6,0,35.1,27.0,948.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1988,0,1,2013,1,1,2004,2,1,1,12,,,2024-08-22 11:36:38,1,460649,430856,53.77054,-1.081314,
1011071,3002,2008969,8,0,35.7,36.0,1285.0,3,Winter sport - times vary. 9am-5pm with some evenings.,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Finding/Reaching Entrance: Ramp, Activity Areas: Lift",1990,0,1,2014,1,1,2004,2,1,1,12,,,2025-05-29 11:45:33,1,553490,155458,51.2776,0.199267,
1011072,3002,2008970,4,0,36.0,15.5,558.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1969,0,1,1997,1,1,2003,2,1,1,12,,,2024-10-08 07:48:54,1,624769,282609,52.39534,1.302252,
1011073,3002,2008971,6,0,36.0,27.0,972.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1988,0,1,2012,1,1,2014,2,1,1,12,,,2025-05-23 08:45:02,1,494882,268048,52.30238,-0.6099166,
1011074,3002,2008972,5,0,38.4,25.0,960.0,3,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,1,1,1,1,1,1,1,1,1,1,0,,1987,0,1,2001,1,0,,2,1,1,12,,,2025-12-18 14:02:35,1,479682,471653,54.13457,-0.7819771,
1011075,3002,2008973,8,0,36.5,37.1,1354.0,3,1 rink is now 2 shorter mat rings.,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,0,1,1,1,1,0,,1989,0,1,2003,1,1,2006,2,1,1,12,,,2024-10-01 11:40:08,1,503867,489529,54.29086,-0.4058004,
1011076,3002,2008974,6,0,35.1,28.8,1011.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1989,0,1,2006,1,1,2015,2,1,1,12,,,2024-11-06 12:27:48,1,615028,314269,52.68344,1.1798,
1011077,3002,2008975,6,0,36.0,27.0,972.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1986,0,1,2003,1,1,2003,2,1,1,12,,,2025-03-11 12:42:27,1,560080,138823,51.12632,0.2862568,
1011078,3002,2008976,8,0,36.0,36.0,1296.0,3,"September-April: centre open 7 days 
May-August: centre open 4 days",,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1974,0,1,2014,1,1,2002,2,1,1,12,,,2025-05-30 07:47:32,1,450950,274533,52.3665,-1.253138,
1011079,3002,2008977,6,0,34.2,23.76,813.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,,1934,0,1,2003,1,1,2022,2,1,1,12,,,2025-10-14 12:11:29,1,518956,175076,51.46217,-0.28903,
1011080,3002,2008978,4,0,36.0,18.0,648.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,0,0,,1985,0,1,1995,1,1,2016,2,1,1,12,,,2024-12-04 10:08:59,1,584070,264374,52.24677,0.6948878,
1011081,3002,2008979,8,0,36.0,36.0,1296.0,3,"Open Everyday  09:00  22:30 7 months a Year, in Summer months only open 6 days a week.",,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: 3 disabled parking bays available,1987,0,1,2008,1,1,2005,2,1,1,12,,,2025-04-23 08:28:36,1,519363,230410,51.95938,-0.2642373,
1011082,3002,2008980,8,0,36.0,36.0,1296.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: 2 bays,1989,0,1,2000,1,1,2000,2,1,1,12,,,2025-05-07 10:28:21,1,576830,168958,51.39211,0.5402699,
1011083,3002,2008981,2,0,36.0,8.4,302.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,0,0,0,1,0,,1989,0,1,2004,1,1,2004,2,1,1,12,,,2025-04-10 08:53:16,1,331990,141842,51.17175,-2.97419,
1011084,3002,2008982,4,0,40.0,16.0,640.0,3,"Suspended ceiling with LED Lighting fitted, carpet renewed (2018).
Bradshaw bowls buggy. Credited to Sport England C.A.F.",,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,0,1,1,1,0,"Parking: 2 Parking Bays, Emergency Exits: Ramps. 2 x bowling wheelchairs",1996,0,1,2018,1,0,,2,1,1,12,,,2025-12-02 16:17:07,1,460603,524175,54.60913,-1.063248,
1001219,3002,2008984,14,0,36.5,63.0,2300.0,3,,,,,Registered Membership use,Public Access,Commercial Management,Commercial,0,1,1,1,1,1,1,1,0,1,0,Bridge to Pool and Gradual Steps,1986,0,0,,1,1,2013,2,1,1,12,,,2024-11-05 15:19:12,1,653248,299596,52.53532,1.732809,
1011087,3002,2008985,7,0,37.0,32.0,1184.0,3,,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1964,0,1,2006,1,1,2006,2,1,1,12,,,2025-02-05 10:54:46,1,530184,106282,50.84142,-0.1523493,
1011089,3002,2008987,6,0,36.0,27.5,990.0,3,Main rink area used for all competition bowling. Both male and female changing rooms (with toilets) but no showers,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,6 disabled spaces close to the entrance. Defibrillator on site. Totally accessible with ramps that traverse steps,1958,0,1,2015,1,1,2015,2,1,1,12,,,2025-09-26 09:10:37,1,520242,299108,52.57652,-0.2270043,
1011090,3002,2008988,6,0,41.0,33.0,1353.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1973,0,1,2006,1,1,2006,3,1,1,12,2013-01-01,999,2015-08-18 00:00:00,1,535800,194010,51.62852,-0.03940488,
1011092,3002,2008989,8,0,36.6,38.0,1391.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,0,Finding/Reaching Entrance: Sloped entrance,1997,0,1,2007,1,1,2016,2,1,1,12,,,2025-01-13 15:36:16,1,457332,105258,50.84401,-1.187053,
1011093,3002,2008990,6,0,36.9,27.0,996.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1983,0,1,2009,1,1,2006,2,1,1,12,,,2025-04-08 10:37:07,1,573983,313250,52.68901,0.5727673,
1011094,3002,2008991,6,0,36.0,27.0,972.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,1,0,,2002,0,1,2009,1,1,2006,2,1,1,12,,,2025-02-20 08:28:12,1,451094,208767,51.77525,-1.260842,
1011095,3002,2008992,8,0,36.0,38.4,1382.0,3,,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,0,1,1,1,0,1,0,0,1,0,,1988,0,1,2011,1,1,2000,2,1,1,12,,,2025-09-10 09:20:18,1,610978,167105,51.36382,1.029312,
1011097,3002,2008993,4,0,36.0,19.2,691.0,5,,,,,Sports Club / Community Association,Public Access,Other,Others,1,0,1,1,1,0,1,1,1,1,0,,1974,0,1,2002,1,1,2006,2,1,1,12,2021-02-12,101,2021-05-25 09:25:28,1,588178,303798,52.5994,0.7771599,
1011099,3002,2008995,6,0,36.0,25.2,907.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,0,1,0,Parking: 2 Bays,1972,0,1,2001,1,1,2004,2,1,1,12,,,2025-09-01 15:35:12,1,454619,203074,51.72374,-1.210648,
1011100,3002,2008996,8,0,36.0,36.0,1296.0,3,"Seasonal opening times May - Sept: Mon, Fri & Sat - 9am - 1pm Tues, Wed & Thurs - 9am - 3pm. 
Oct - April Monday & Saturday 9am - 11:30pm Sunday 9am - 9pm. 
",,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Disabled parking spaces
Disabled toilet facilities
Ramps and handrails for easy access to the green
2 electric wheelchair
1 manual wheelchair
Walking sticks",1985,0,1,2016,1,1,2001,2,1,1,12,,,2024-08-13 08:26:38,1,475075,263641,52.26583,-0.9013118,
1011101,3002,2008997,8,0,37.8,36.0,1361.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1981,0,1,2013,1,0,,2,1,1,12,,,2025-06-03 10:41:21,1,453210,341460,52.96789,-1.209176,
1011102,3002,2008998,3,0,34.2,10.8,369.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,0,0,,1972,0,1,2014,1,0,,2,1,1,12,,,2025-05-23 08:22:13,1,531022,158488,51.31044,-0.1215451,
1011105,3002,2009000,6,0,40.0,27.0,1080.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1995,0,1,2012,1,0,,2,1,1,12,,,2025-04-01 10:31:18,1,390656,172686,51.45308,-2.135859,
1011106,3002,2009001,4,0,36.0,16.8,605.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1973,0,1,2017,1,0,,2,1,1,12,,,2025-09-08 15:19:38,1,182531,61581,50.41373,-5.062364,
1011107,3002,2009002,7,0,36.0,30.0,1080.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1968,0,1,2011,1,1,1998,2,1,1,12,,,2025-06-02 15:00:28,1,620674,306703,52.61327,1.258128,
1011108,3002,2009003,6,0,36.0,30.0,1080.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Finding/Reaching Entrance: Ramp,1990,0,1,2012,1,0,,2,1,1,12,,,2025-05-13 13:48:34,1,488925,432532,53.78155,-0.651938,
1011109,3002,2009004,8,0,38.7,36.0,1393.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1993,0,1,2006,1,0,,2,1,1,12,,,2025-03-11 11:36:05,1,461254,455089,53.98824,-1.067308,
1011110,3002,2009005,2,0,31.5,9.0,284.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,1,1,1,1,0,,1949,0,1,2008,1,0,,2,1,1,12,,,2025-09-15 09:13:36,1,424221,95041,50.75446,-1.657987,
1011111,3002,2009006,8,0,44.0,39.0,1716.0,5,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,1,0,,1988,0,1,2015,1,0,,2,1,1,12,2023-01-31,101,2024-04-11 16:01:09,1,481962,356374,53.0983,-0.7773768,
1011112,3002,2009007,6,0,36.5,27.6,1007.0,3,Winter Opening Times: 09:30 - 22:30. ,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2000,0,1,2014,1,0,,2,1,1,12,,,2025-03-05 14:32:27,1,367053,78705,50.60711,-2.466953,
1011113,3002,2009008,8,0,36.6,36.0,1318.0,3,Sundays are for fixtures or matches,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Finding/Reaching Entrance: Ramp access,1987,0,1,2003,1,1,2003,2,1,1,12,,,2025-02-12 10:53:55,1,577126,154813,51.26496,0.5375045,
1011114,3002,2009009,3,0,36.0,13.5,486.0,3,,,,,Registered Membership use,Public Access,Community Organisation,Others,1,1,1,1,1,1,1,1,1,1,0,,1960,0,1,2007,1,0,,2,1,1,12,,,2025-12-01 10:50:32,1,347088,170448,51.43055,-2.762501,
1004730,3002,2009010,4,0,40.5,13.5,547.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1990,0,1,2002,1,0,,3,1,1,12,2011-08-01,999,2023-06-26 10:10:23,1,435143,406613,53.55499,-1.470999,
1011116,3002,2009011,2,0,38.0,11.0,418.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2000,0,0,,1,0,,2,1,1,12,,,2025-03-26 14:04:47,1,494079,449359,53.93184,-0.5685911,
1011117,3002,2009012,3,0,36.5,16.5,602.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,,1977,0,1,2012,1,1,2013,2,1,1,12,,,2025-06-25 08:37:19,1,297204,146111,51.20493,-3.472844,
1011118,3002,2009013,3,0,36.0,12.6,454.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,,1981,0,1,2006,1,1,2006,2,1,1,12,,,2025-04-30 13:10:54,1,300519,80271,50.61363,-3.407437,
1011119,3002,2009014,6,0,36.0,29.4,1058.0,5,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,0,2,,1971,0,1,1999,1,1,2004,2,1,1,12,2016-04-01,101,2023-05-24 14:18:20,1,528781,186282,51.56073,-0.1435769,
1011120,3002,2009015,4,0,36.0,20.0,720.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,0,0,Parking: 2 Bays,1992,0,1,2017,1,0,,2,1,1,12,,,2025-05-28 11:09:18,1,541448,297283,52.55503,0.08495103,
1011121,3002,2009016,9,0,36.6,40.5,1482.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1972,0,1,2023,1,1,2007,2,1,1,12,,,2025-03-27 13:40:10,1,458220,305410,52.64333,-1.140993,
1002213,3002,2009017,6,0,36.0,27.0,972.0,5,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1999,0,0,,1,1,2015,2,1,1,12,2022-01-01,502,2025-01-09 17:43:03,1,536671,171522,51.42624,-0.03554539,
1011123,3002,2009018,6,0,36.0,28.8,1037.0,5,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,0,1,1,1,0,2,,1987,0,1,2003,1,1,2004,2,1,1,12,2017-12-14,101,2018-08-08 12:48:40,1,543024,322706,52.78302,0.1192002,
1011124,3002,2009019,4,0,36.0,18.0,648.0,3,6 outdoor bowling rinks,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,0,0,0,0,0,0,0,0,0,0,0,Stairs at Entrance; not wheel chair accessible,1983,0,1,2011,1,1,1996,2,1,1,12,,,2025-04-03 10:33:13,1,486487,278227,52.39526,-0.7303817,
1011125,3002,2009020,8,0,36.9,36.0,1328.0,5,,,,,Registered Membership use,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1995,0,1,2008,1,1,2004,3,1,1,12,2014-11-01,999,2015-07-13 00:00:00,1,606528,318264,52.72261,1.056762,
1011126,3002,2009021,8,0,36.0,36.0,1296.0,3,Winter opening times: Monday-Friday: 09:00-22:00.,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1989,0,1,2023,1,1,2023,2,1,1,12,,,2025-03-24 08:46:37,1,503662,248589,52.12591,-0.4871482,
1011127,3002,2009022,6,0,36.0,28.8,1037.0,3,"Opening times change depending on season;
Summer Opening Times: 09:00 Till 15:00, Everyday.
Winter Opening Times: 09:30 Till 2:00, Everyday.",,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1968,0,1,2009,1,0,,2,1,1,12,,,2025-09-01 15:25:07,1,460480,90550,50.71143,-1.144763,
1011128,3002,2009023,3,0,36.0,13.5,486.0,5,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1994,0,1,2008,1,0,,2,1,1,12,2025-09-01,501,2025-09-01 09:33:59,1,509974,179566,51.50434,-0.4168741,
1011130,3002,2009025,6,0,36.0,30.0,1080.0,5,,,,,Sports Club / Community Association,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1987,0,1,1999,1,1,2001,3,1,1,12,2011-05-01,999,2011-08-12 00:00:00,1,506637,428380,53.74093,-0.3846637,
1011131,3002,2009026,4,0,36.0,18.0,648.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1984,0,1,2006,1,1,2006,2,1,1,12,,,2025-05-06 09:57:10,1,544960,188782,51.57927,0.09068374,
1011132,3002,2009027,3,0,40.0,15.0,600.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1982,0,1,2007,1,1,2007,2,1,1,12,,,2025-06-02 08:19:09,1,336212,114479,50.92622,-2.908963,
1011133,3002,2009028,6,0,36.0,27.0,972.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Parking: Ramp to entrance available, Activity Areas: Bowls Centre is specifically designed to be wheelchair friendly",1989,0,1,2008,1,1,2010,2,1,1,12,,,2025-03-25 10:49:44,1,509156,197972,51.66993,-0.4229353,
1011134,3002,2009029,5,0,35.6,22.5,801.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Parking: Designated spaces, Finding/Reaching Entrance: Ramp, Activity Areas: Ramps",1990,0,1,2000,1,1,2005,2,1,1,12,,,2025-07-29 13:01:55,1,525613,369327,53.20621,-0.1207001,
1011135,3002,2009030,6,0,36.0,27.0,972.0,3,"Winter opening Times: Mon-Fri :09:00- 22:30, Weekends: 10:00-22:30",,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1998,0,1,2015,1,0,,2,1,1,12,,,2025-04-02 08:38:17,1,519787,448229,53.91639,-0.1776823,
1011136,3002,2009031,3,0,34.2,16.8,575.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1924,0,1,2017,1,1,2005,2,1,1,12,,,2025-04-08 09:49:03,1,521470,208165,51.75901,-0.2414042,
1011137,3002,2009032,4,0,36.0,18.0,648.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,1,1,1,1,0,,1973,0,1,2006,1,0,,2,1,1,12,,,2025-10-17 11:47:58,1,567794,245203,52.07977,0.4472578,
1011138,3002,2009033,6,0,36.0,29.0,1044.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,Finding/Reaching Entrance: Ramps to reach reception area,1984,0,1,2015,1,0,,2,2,9,4,,,2025-03-13 10:54:08,1,516027,189580,51.59313,-0.3263997,
1011139,3002,2009034,2,0,33.3,9.0,300.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,1,1,1,1,1,1,1,1,0,"Steps to internal toilets / indoor bowls green. Outside male and female changing rooms, with WC's, are accessible for the disabled",1952,0,1,1995,1,1,1995,2,1,1,12,,,2025-10-27 12:29:10,1,574650,107290,50.83878,0.4791287,
1011140,3002,2009035,4,0,34.0,18.0,612.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1996,0,1,2015,1,1,2005,2,1,1,12,,,2025-12-23 12:15:26,1,428762,454272,53.98372,-1.562895,
1011141,3002,2009036,6,0,36.0,27.0,972.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1995,0,1,2008,1,0,,2,1,1,12,,,2025-03-25 15:09:43,1,622479,230806,51.93129,1.234731,
1011142,3002,2009037,6,0,42.0,36.0,1512.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,1,Wheelchair designed for use on bowling rink.,1983,0,1,2019,1,1,2006,2,2,9,4,,,2025-09-10 09:37:01,1,489732,335280,52.9075,-0.6672056,
1011145,3002,2009040,6,0,36.0,27.0,972.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1992,0,1,2016,1,1,2006,2,1,1,12,,,2024-12-03 10:34:44,1,483127,212560,51.80552,-0.7957408,
1011147,3002,2009042,8,0,36.0,36.0,1296.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Parking: Dedicated bays, Finding/Reaching Entrance: Signs, Activity Areas: Access ramp, Emergency Exits: No steps",1990,0,1,2012,1,1,2008,2,1,1,12,,,2025-08-18 09:08:38,1,526635,191257,51.60592,-0.1727348,
1011148,3002,2009043,6,0,36.0,27.6,994.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,1,1,1,1,0,,1972,0,1,2004,1,1,2004,2,1,1,12,,,2025-09-05 14:02:18,1,554215,280609,52.40178,0.2654069,
1011149,3002,2009044,6,0,36.0,30.6,1102.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,0,1,0,,1970,0,1,2008,1,1,2008,2,1,1,12,,,2025-04-25 11:08:23,1,580851,109391,50.85575,0.5681416,
1011150,3002,2009045,7,0,37.8,36.7,1387.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,,1965,0,1,2000,1,1,2000,2,1,1,12,,,2025-09-11 11:08:32,1,621346,136590,51.0859,1.159188,
1011151,3002,2009046,6,0,36.0,29.4,1058.0,3,"May - Sept summer opening times, 
Monday - Friday 8.30am-15.00pm. 
",,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Finding/Reaching Entrance: Slope, Changing Facilities: Slope to bowls green & special wheelchair",1991,0,1,2004,1,0,,2,1,1,12,,,2024-11-06 11:02:51,1,573555,107140,50.83776,0.4635214,
1011152,3002,2009047,6,0,36.0,27.0,972.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Ramps Installed, Reception Area: Ramps, Activity Areas: Ramps to bowling surface. Defibrillator on site.",1985,0,1,2005,1,1,2007,2,1,1,12,,,2025-03-24 12:59:33,1,501196,170767,51.42688,-0.5458186,
1003184,3002,2009048,4,0,34.2,10.0,342.0,5,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,2,,2006,0,0,,1,1,2014,2,1,1,12,2017-11-17,102,2023-05-16 14:27:42,1,510512,167824,51.39869,-0.4127894,
1011154,3002,2009049,6,0,36.0,28.8,1037.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1947,0,1,2000,1,1,1995,2,1,1,12,,,2025-01-20 16:20:52,1,334129,113707,50.91904,-2.938468,
1011155,3002,2009050,6,0,38.0,28.8,1094.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1990,0,1,2016,1,0,,2,1,1,12,,,2025-12-17 16:10:08,1,369949,90028,50.7091,-2.42695,
1011156,3002,2009051,6,0,36.6,27.0,988.0,3,"Opening times October - April. 
Summer months open on selected days. ",,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,"Finding/Reaching Entrance: Sloped, Activity Areas: Ramp to bowling rink",1977,0,1,2000,1,1,2009,2,1,1,12,,,2024-10-29 13:38:30,1,416476,92698,50.73366,-1.767894,
1011157,3002,2009052,4,0,35.7,16.8,600.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1966,0,1,2007,1,1,2025,2,1,1,12,,,2025-12-11 14:06:18,1,611249,279418,52.37207,1.101851,
1011158,3002,2009053,11,0,36.6,49.5,1812.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Club has it's own set of wheelchairs for disabled users,1985,0,1,2005,1,1,2014,2,1,1,12,,,2025-03-31 11:22:36,1,401017,93669,50.74262,-1.986945,
1011159,3002,2009054,6,0,36.0,27.6,994.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Defibrillator on site,2001,0,1,2014,1,0,,2,2,9,3,,,2025-08-07 13:22:22,1,456422,402499,53.51618,-1.150563,
1011160,3002,2009055,3,0,36.6,12.6,461.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,0,1,0,0,0,,1957,0,1,2022,1,1,2005,2,1,1,12,,,2025-01-30 16:11:37,1,296646,77342,50.58662,-3.461344,
1011161,3002,2009056,6,0,36.0,27.0,972.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1996,0,1,2014,1,1,2014,2,1,1,12,,,2026-01-12 15:23:53,1,544461,101791,50.79768,0.04852714,
1011162,3002,2009057,6,0,36.5,27.6,1007.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"A ramp for access onto the green with a dedicated session for our disabled members. A variety of bowling aids.
Own Wheelchairs, Finding/Reaching Entrance: Slight slope, Activity Areas: Ramps.
The club has a designated disabled toilet (large enough for a wheelchair) which also includes baby changing facilities.
",1988,0,1,2011,1,1,2000,2,1,1,12,,,2025-10-02 09:35:32,1,480372,283321,52.44197,-0.8190063,
1011163,3002,2009058,4,0,34.2,18.0,616.0,5,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,0,0,,1936,0,1,2003,1,1,2003,2,1,1,12,2021-07-15,101,2022-02-24 10:14:31,1,536415,169982,51.41246,-0.03981815,
1011164,3002,2009059,2,0,37.0,9.2,340.0,3,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,0,1,1,0,0,,1986,0,1,2004,1,1,2006,2,1,1,12,,,2025-04-14 10:55:02,1,336823,549634,54.83753,-2.985159,
1011165,3002,2009060,8,0,36.0,36.0,1296.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1980,0,1,2012,1,1,1990,2,1,1,12,,,2025-05-02 07:09:26,1,429000,515975,54.53823,-1.553308,
1011166,3002,2009061,6,0,39.6,28.8,1140.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1962,0,1,2017,1,1,2004,2,1,1,12,,,2025-07-30 07:19:41,1,625532,309610,52.63736,1.331738,
