Site ID,Facility Subtype,Facility ID,Rinks,Dimensions Estimate,Length,Width,Area,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
1010969,3002,2008870,6,0,36.0,32.0,1152.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1971,0,1,2018,1,1,2006,2,1,1,12,,,2025-03-19 09:18:35,1,519503,165082,51.37223,-0.2845251,
1010970,3002,2008871,4,0,34.7,19.4,673.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,0,Parking: 2 Bays.,1962,0,1,2004,1,1,2005,2,1,1,12,,,2025-11-07 10:14:02,1,517432,174093,51.45365,-0.3112836,
1010971,3002,2008872,9,0,36.65,44.0,1613.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2001,0,1,2005,1,0,,2,1,1,12,,,2025-03-13 11:02:41,1,356253,170226,51.42934,-2.630649,
1010972,3002,2008873,6,0,34.2,26.0,889.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1985,0,1,2006,1,0,,3,1,1,12,2014-03-01,999,2015-08-21 00:00:00,1,405451,281205,52.42882,-1.921239,
1010973,3002,2008874,3,0,36.0,13.5,486.0,5,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Parking: 1 disabled parking bay available, Finding/Reaching Entrance: Ramp leading to entrance area, Activity Areas: Specifically adapted for wheelchair users",1998,0,1,2002,1,1,2005,2,1,1,12,2022-01-01,501,2024-12-31 11:48:09,1,330099,99358,50.78955,-2.993039,
1010974,3002,2008875,6,0,36.0,36.0,1296.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1994,0,1,2014,1,1,2014,2,1,1,12,,,2025-06-03 11:26:56,1,527156,150676,51.2411,-0.179764,
1010975,3002,2008876,5,0,36.5,22.5,821.0,3,site opening times vary in summer and winter months. ,,1984-10-19,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1984,0,1,1993,1,0,,2,1,1,12,,,2026-01-12 11:31:18,1,501581,379128,53.2994,-0.4772511,
1010976,3002,2008877,8,0,36.0,36.0,1296.0,3,Bowls Club not open on Thursday day time in the Summer. ,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,0,Parking: 4 Designated bays,1996,0,1,2014,1,0,,2,1,1,12,,,2025-05-20 08:42:53,1,427533,545602,54.80455,-1.573212,
1010977,3002,2008878,6,0,35.0,31.0,1085.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1967,0,1,2016,1,1,2006,2,1,1,12,,,2025-04-22 08:40:09,1,586269,186241,51.54432,0.6848831,
1010978,3002,2008879,9,0,36.0,40.5,1458.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1983,0,1,2000,1,1,2000,2,1,1,12,,,2025-03-11 09:59:10,1,450023,333589,52.89745,-1.257833,
1010979,3002,2008880,4,0,40.0,20.0,800.0,3,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1976,0,1,2013,1,1,1994,2,1,1,12,,,2025-10-23 08:15:27,1,410468,293491,52.5392,-1.847085,
1010980,3002,2008881,3,0,36.0,12.6,454.0,3,Also has 6 outdoor rinks. ,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,0,0,"Reception Area: Slope, Changing Facilities: Portable slope",1970,0,1,2001,1,1,2001,2,1,1,12,,,2025-01-28 16:26:03,1,292941,93819,50.73408,-3.518433,
1010981,3002,2008882,8,0,36.5,36.0,1314.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,0,No lift to get to the function room upstairs.,1988,0,1,2005,1,0,,2,1,1,12,,,2024-11-22 14:26:45,1,553217,187215,51.56301,0.2090823,
1010982,3002,2008883,4,0,35.5,19.52,693.0,3,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,1,1,1,1,1,1,1,1,1,1,0,,1989,0,1,2006,1,1,1999,2,1,1,12,,,2025-04-10 16:02:53,1,316007,100291,50.79606,-3.193143,
1010983,3002,2008884,4,0,36.0,18.0,648.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,1,1,1,1,0,,1935,0,1,2007,1,1,1989,2,1,1,12,,,2025-06-03 13:16:00,1,512706,176180,51.47337,-0.3785971,
1010984,3002,2008885,6,0,36.5,28.75,1049.0,3,Summer Opening Times:Monday-Friday 09:00-12:30 ,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,1,1,1,1,0,,1982,0,1,2010,1,1,2005,2,1,1,12,,,2025-03-17 15:43:06,1,523568,272559,52.33722,-0.1877642,
1010985,3002,2008886,4,0,37.8,18.48,699.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1988,0,1,2015,1,0,,2,1,1,12,,,2024-11-27 16:57:36,1,244145,129375,51.04253,-4.224599,
1010986,3002,2008887,6,0,36.0,36.0,1296.0,3,,,,,Private Use,Private,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,0,2 Disabled parking bays,1990,0,1,2001,1,1,2006,2,1,1,12,,,2024-11-26 10:27:50,1,474736,264942,52.27757,-0.9059905,
1010987,3002,2008888,3,0,36.5,15.0,548.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2000,0,0,,1,0,,2,1,1,12,,,2025-06-03 06:58:18,1,571426,282896,52.41721,0.5193118,
1010988,3002,2008889,6,0,36.0,25.0,900.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,1,0,,1993,0,1,2003,1,0,,2,1,1,12,,,2025-11-20 14:02:16,1,563536,103106,50.80443,0.31956,
1010989,3002,2008890,8,0,36.0,36.0,1296.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,1,We have been accredited with the Disability Bowls Mark from Disability Bowls England,1971,0,1,2019,1,1,2005,2,1,1,12,,,2026-01-07 10:33:05,1,496483,369208,53.21121,-0.5567205,
1010990,3002,2008891,8,0,36.57,36.0,1317.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Parking: 2 designated bays, Finding/Reaching Entrance: Ramp",1991,0,1,2015,1,1,2006,2,1,1,12,,,2026-01-02 11:05:42,1,461949,152298,51.26648,-1.113441,
1010991,3002,2008892,4,0,36.0,18.5,666.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,,1986,0,1,2016,1,1,2009,2,1,1,12,,,2025-04-02 11:58:42,1,653792,291664,52.46391,1.734771,
1010992,3002,2008893,8,0,36.0,36.0,1296.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1988,0,1,2015,1,0,,2,1,1,12,,,2025-06-03 13:07:51,1,509775,222803,51.89299,-0.406141,
1010993,3002,2008894,6,0,36.27,28.04,1017.0,3,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,1,Parking: 2 Designated bays,1986,0,1,2002,1,1,2006,2,1,1,12,,,2025-01-07 11:55:27,1,378108,246063,52.11246,-2.321093,
1010994,3002,2008895,8,0,36.0,38.4,1382.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Assisted door ,1985,0,1,2014,1,1,2011,2,1,1,12,,,2025-10-23 13:17:28,1,474172,318377,52.75795,-0.9023542,
1010995,3002,2008896,4,0,36.0,18.8,677.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1993,0,1,2013,1,0,,2,1,1,12,,,2025-07-01 10:21:40,1,296131,112875,50.90596,-3.478648,
1010996,3002,2008897,8,0,36.6,34.4,1259.0,3,Summer Times - 09:30-15:30,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Parking: 8 bays, Finding/Reaching Entrance: Ramp, Social Areas: Wheelchair lift",1973,0,1,2023,1,1,1995,2,1,1,12,,,2025-01-31 14:21:55,1,546256,259246,52.21204,0.1392401,
1010997,3002,2008898,6,0,36.0,31.0,1116.0,3,Main hours are the winter hours. The summer hours are: Monday to Friday 09.30-2pm and then 17.30 to 22.00 . Weekends: Saturday 09.30-18.00. Sundays 09.30- 14.30. //,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1978,0,1,2004,1,1,2004,2,1,1,12,,,2025-02-18 12:41:25,1,560130,101730,50.79302,0.270663,
1010998,3002,2008899,3,0,36.5,12.6,460.0,5,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,0,0,1,0,,1986,0,1,2004,1,0,,2,1,1,12,2017-03-21,999,2024-02-08 15:32:48,1,402043,78504,50.60624,-1.972471,
1010999,3002,2008900,8,0,36.0,36.0,1296.0,3,Summer opening times (May-September)- Everyday: 08:00-14:00.,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1988,0,1,2009,1,1,1999,2,1,1,12,,,2025-03-24 16:00:45,1,636812,171351,51.39175,1.402587,
1011000,3002,2008901,6,0,36.0,28.8,1037.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,0,1,1,1,1,1,1,1,1,1,0,,1983,0,1,2002,1,1,2002,2,1,1,12,,,2025-02-28 12:55:09,1,529061,138024,51.12696,-0.1570279,
1011002,3002,2008903,4,0,35.1,18.0,632.0,3,,,,,Registered Membership use,Public Access,Trust,Trust,0,0,1,0,1,1,0,1,0,0,0,,1979,0,1,2002,1,0,,2,1,1,12,,,2025-07-08 15:08:58,1,446442,147412,51.22401,-1.336322,
1011004,3002,2008905,6,0,36.4,26.7,972.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1964,0,1,1998,1,1,2004,2,1,1,12,,,2024-10-25 08:15:58,1,611585,301809,52.57295,1.120973,
1011005,3002,2008906,3,0,35.2,12.6,444.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,0,0,,1974,0,1,2007,1,1,2002,2,1,1,12,,,2025-05-06 10:30:50,1,355498,116482,50.94604,-2.634829,
1011006,3002,2008907,9,0,36.5,40.5,1478.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1973,0,1,2014,1,0,,2,1,1,12,,,2024-12-02 16:02:57,1,457786,449998,53.94289,-1.121153,
1011008,3002,2008909,5,0,38.4,22.0,845.0,3,Newly installed LED lighting system above the playing surface.,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Bowlers must use approved wheelchairs on the playing surface,1962,0,1,2019,1,1,2018,2,1,1,12,,,2025-07-10 08:41:22,1,512121,103490,50.82011,-0.4096322,
1011009,3002,2008910,6,0,36.6,27.0,988.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1948,0,1,2005,1,0,,2,1,1,12,,,2025-05-06 12:30:14,1,513862,103452,50.81943,-0.3849409,
1011010,3002,2008911,7,0,36.0,31.5,1134.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Parking: Reserved parking, Doorways: Auto-sliding doors",1981,0,1,2015,1,1,2015,2,1,1,12,,,2025-03-14 13:12:57,1,474236,171370,51.43648,-0.9333823,
1011011,3002,2008912,5,0,36.0,29.0,1044.0,3,Club open everyday during season (mid-September to mid-April),,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2002,0,0,,1,0,,2,1,1,12,,,2025-09-08 14:50:42,1,527729,296012,52.547,-0.117768,
1011012,3002,2008913,2,0,33.56,10.82,363.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,0,1,1,1,0,,1981,0,1,2006,0,0,,2,1,1,12,,,2025-06-03 15:55:47,1,334022,161942,51.35271,-2.948833,
1011013,3002,2008914,3,0,34.2,14.4,492.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,,1952,0,1,2015,1,1,2002,2,1,1,12,,,2025-04-24 10:36:55,1,567160,275827,52.35503,0.4531235,
1011014,3002,2008915,5,0,36.6,23.4,856.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,,1983,0,1,2006,1,1,2015,2,2,9,4,,,2025-03-21 15:50:43,1,415351,183149,51.54703,-1.780006,
1011015,3002,2008916,6,0,43.6,36.7,1600.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Stair Lift.,1972,0,1,2010,1,0,,2,1,1,12,,,2025-02-24 09:45:27,1,500116,150684,51.24655,-0.5669711,
1011016,3002,2008917,6,0,36.5,27.0,986.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,0,1,1,1,0,Parking: Drop off point at front doors,1985,0,1,2004,1,1,2006,2,1,1,12,,,2025-07-04 11:28:55,1,447981,165636,51.38775,-1.31183,
1011018,3002,2008919,3,0,36.0,14.4,518.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Parking: 3 bays,1971,0,1,2008,1,1,2007,2,1,1,12,,,2025-03-04 14:07:19,1,601030,213474,51.78381,0.9131253,
1011019,3002,2008920,6,0,38.0,28.0,1064.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,1,1,1,1,0,,1911,0,1,2007,1,0,,2,1,1,12,,,2024-12-03 12:53:29,1,488624,268415,52.30672,-0.7015688,
1011020,3002,2008921,1,0,42.0,5.4,227.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,0,1,1,1,0,,1907,0,1,2007,1,1,2003,2,1,1,12,,,2025-09-05 15:22:19,1,313105,120780,50.97985,-3.239184,
1011021,3002,2008922,2,0,34.2,10.2,349.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1986,0,1,2016,1,0,,2,1,1,12,,,2025-01-24 14:11:52,1,366891,76673,50.58883,-2.469064,
1011022,3002,2008923,6,0,36.0,28.0,1008.0,3,,,,,Pay and Play,Public Access,Sport Club,Others,1,0,1,1,1,1,0,1,1,1,0,"Doorways: Wide enough for wheelchairs, Toilets: Separate disabled toilet.",1991,0,1,2013,1,0,,2,1,1,12,,,2025-04-17 15:14:22,1,511177,200800,51.69495,-0.3928221,
1011023,3002,2008924,6,0,36.0,27.0,972.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1985,0,1,2010,1,1,2004,2,1,1,12,,,2025-02-11 12:54:27,1,546107,123738,50.9945,0.08063769,
1011024,3002,2008925,6,0,36.0,27.6,994.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1996,0,1,2019,1,0,,2,1,1,12,,,2025-04-09 08:37:23,1,414494,251993,52.16603,-1.7895,
1011025,3002,2008926,4,0,34.2,16.8,575.0,5,,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1994,0,1,2007,1,1,2005,2,1,1,12,2024-11-28,501,2024-11-28 10:26:13,1,653740,296271,52.50526,1.737512,
1011026,3002,2008927,6,0,36.0,28.0,1008.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,0,1,0,1,0,Finding/Reaching Entrance: Ramp,1990,0,0,,1,0,,2,1,1,12,,,2025-02-19 13:34:16,1,473616,98855,50.7846,-0.9570703,
1011027,3002,2008928,2,0,34.2,4.8,164.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"2 Defibrillators - There is full disability access 
",1969,0,1,2022,1,0,,2,1,1,12,,,2025-06-03 14:10:02,1,307631,143048,51.17917,-3.322843,
1011028,3002,2008929,4,0,34.75,17.68,614.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,0,1,1,1,0,,1992,0,1,2000,1,0,,2,1,1,12,,,2025-07-02 15:26:27,1,625642,222284,51.85352,1.275087,
1011031,3002,2008931,1,0,35.0,5.8,203.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,0,1,1,0,0,,1900,0,1,1999,1,0,,2,1,1,12,,,2025-12-23 13:01:59,1,332242,161812,51.35132,-2.974373,
1011032,3002,2008932,3,0,36.0,12.3,443.0,3,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,1,0,1,1,1,1,1,1,1,1,0,,1966,0,1,2005,1,1,2015,2,1,1,12,,,2025-08-15 07:43:49,1,348633,136376,51.12434,-2.73537,
1011033,3002,2008933,6,0,36.0,27.0,972.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,1,1,0,1,0,,1968,0,1,2003,1,1,2000,2,1,1,12,,,2025-09-24 14:08:35,1,464875,103215,50.82484,-1.080291,
1011034,3002,2008934,6,0,35.1,27.0,948.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Wheel chairs always available for indoor bowls,1996,0,1,2004,1,1,2006,2,1,1,12,,,2025-05-01 09:51:47,1,554696,237494,52.01433,0.2527998,
1011035,3002,2008935,9,0,36.0,41.4,1490.0,3,Seasonal opening times. Shorter times in the summer due to outdoor bowling.,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,0,1,1,1,1,0,,1973,0,1,2006,1,0,,2,1,1,12,,,2025-12-23 08:55:10,1,546000,208864,51.75944,0.1140679,
1011037,3002,2008937,6,0,34.2,25.8,882.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1976,0,1,1999,1,1,1999,2,1,1,12,,,2025-03-26 15:58:50,1,564325,176240,51.46129,0.3640814,
1011038,3002,2008938,4,0,36.0,18.0,648.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,,1979,0,1,2022,1,0,,2,1,1,12,,,2025-02-25 08:08:53,1,288952,61597,50.44366,-3.5653,
1011039,3002,2008939,4,0,36.0,18.28,658.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1994,0,1,2009,1,0,,2,1,1,12,,,2024-11-07 09:43:25,1,291907,65177,50.4764,-3.524733,
1011041,3002,2008941,3,0,36.58,15.84,579.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,0,1,1,1,0,1,1,1,0,0,,1932,0,1,2006,1,1,2015,2,1,1,12,,,2025-06-09 12:13:17,1,532511,175243,51.46066,-0.09395427,
1011043,3002,2008943,6,0,40.0,18.4,736.0,3,Summer opening hours in public notes.,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1990,0,1,2005,1,0,,2,1,1,12,,,2025-01-17 10:24:47,1,424019,303460,52.62839,-1.646572,
1011044,3002,2008944,3,0,36.0,13.5,486.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,0,1,1,0,0,1,1,1,0,Bowling chair for rink access. Level ground Wheelchair access to indoor and outdoor bowling greens,1984,0,1,2015,1,1,2015,2,1,1,12,,,2025-09-10 06:59:05,1,322712,124040,51.01053,-3.103054,
1011045,3002,2008945,6,0,36.6,30.0,1098.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,4 disabled parking bays. ,1996,0,1,2013,1,0,,2,1,1,12,,,2025-08-04 14:56:42,1,324758,123888,51.00943,-3.073869,
1011046,3002,2008946,4,0,36.6,18.0,659.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,0,1,1,1,1,0,,1996,0,1,2002,1,1,1999,2,1,1,12,,,2025-02-24 09:11:15,1,538773,318289,52.74445,0.05434876,
1011047,3002,2008947,6,0,36.6,28.7,1050.0,3,"Some hours may change due to Matches played during summer.
Opening Hours Summer 2025
Monday & Tuesday 09:00 - 17:00
Wednesday 09:00 - 12:00 & 18:30 - 22:00
Thurs & Fri 09:00 - 22:00
Sat & Sun 9:00 - 12:00
Winter opening times:
Monday-Friday: 09:30-22:00
Weekends: 09:00- 18:00",,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2001,0,1,2006,1,0,,2,1,1,12,,,2025-06-03 14:41:22,1,590056,164841,51.35086,0.727948,
1011049,3002,2008948,3,0,36.0,14.5,522.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,0,0,0,1,0,,1965,0,1,2008,1,1,2005,2,1,1,12,,,2025-04-29 14:42:04,1,605728,257706,52.17924,1.00764,
1011050,3002,2008949,4,0,38.0,19.2,730.0,3,2024 wooden floor relaid and levelled,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1975,0,1,2002,1,0,,2,1,1,12,,,2024-12-10 12:08:25,1,587132,240896,52.03491,0.7267811,
1011051,3002,2008950,6,0,36.9,27.0,996.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Parking and toilet facilities and access to all areas i.e. rinks, bar and restaurant as building is ground floor only.",1982,0,1,2014,1,1,2006,2,1,1,12,,,2025-09-10 08:27:07,1,525377,162580,51.34848,-0.2010596,
1011053,3002,2008952,7,0,36.0,29.4,1058.0,5,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,1,2,,1994,0,1,2015,1,0,,2,1,1,12,2017-05-01,999,2017-05-02 16:41:38,1,563737,189962,51.58473,0.3620011,
1011055,3002,2008953,8,0,36.0,34.0,1224.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,0,1,0,,1975,0,1,2000,1,1,2000,2,1,1,12,,,2025-06-02 11:29:47,1,517641,259830,52.22413,-0.2791491,
1011056,3002,2008954,6,0,36.4,28.2,1026.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Ramped access to playing surface. Two specially equipped wheelchairs are available for use on the playing surface as required.,1989,0,1,2020,1,0,,2,1,1,12,,,2025-03-19 08:00:20,1,501841,307023,52.65141,-0.4959941,
1011057,3002,2008955,8,0,36.0,36.0,1296.0,3,,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,0,1,0,,1979,0,1,2015,1,1,2003,2,1,1,12,,,2025-09-10 07:37:26,1,419242,552587,54.86771,-1.701718,
1011058,3002,2008956,3,0,33.3,13.5,450.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,Steps and narrow hall ways with tight corners.,1964,0,1,1995,1,1,1995,2,1,1,12,,,2025-04-09 20:08:44,1,425196,533392,54.69495,-1.610619,
1011060,3002,2008958,3,0,40.0,15.0,600.0,3,'Carpet was stretched about 6 months ago' - Brian.,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1986,0,1,2019,1,1,2014,2,1,1,12,,,2025-05-30 15:00:18,1,333176,159733,51.33274,-2.960565,
1004431,3002,2008959,8,0,42.2,42.9,1810.0,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,1,,2003,0,0,,1,0,,2,1,1,12,,,2025-09-25 09:55:30,1,430230,429911,53.76469,-1.5429,
1011062,3002,2008960,8,0,36.0,36.0,1296.0,3,Winter Opening Times: Everyday 10 until 22:30,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1982,0,1,2015,1,1,2006,2,1,1,12,,,2024-11-25 12:04:38,1,437635,566320,54.99006,-1.413369,
1011063,3002,2008961,3,0,34.2,12.9,441.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,4 Person disabled Lift,1970,0,1,2014,1,1,2004,2,1,1,12,,,2025-03-19 09:44:18,1,587861,186545,51.54652,0.7079769,
1011064,3002,2008962,6,0,36.0,27.8,1001.0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,0,1,1,1,1,0,,1990,0,1,2003,1,1,2003,2,1,1,12,,,2024-07-15 12:02:10,1,507238,345793,52.99876,-0.4035398,
1011065,3002,2008963,4,0,36.0,16.8,605.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,0,,1971,0,1,2018,1,1,1992,2,2,9,4,,,2025-04-17 08:41:12,1,649776,277221,52.33618,1.66502,
1011066,3002,2008964,8,0,38.0,36.0,1368.0,3,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1996,0,0,,1,0,,2,1,1,12,,,2025-02-14 13:20:31,1,413677,277908,52.39904,-1.800401,
1011067,3002,2008965,3,0,35.0,12.3,431.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,0,0,,1972,0,1,2003,1,1,2014,2,1,1,12,,,2025-06-10 14:46:47,1,312488,87517,50.68069,-3.240025,
1011068,3002,2008966,6,0,36.0,27.6,994.0,3,Bowls Club Mainly open Morning and Evenings in the Summer.,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Parking: Designated Bay, Finding/Reaching Entrance: No Steps, Emergency Exits: Handrails & wheelchair is available.",1978,0,1,2006,1,1,2006,2,1,1,12,,,2025-04-15 13:42:21,1,555555,363287,53.14405,0.3243003,
1011069,3002,2008967,4,0,36.0,18.0,648.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1989,0,1,2002,1,0,,2,1,1,12,,,2025-06-09 12:38:02,1,469978,232606,51.98752,-0.9823554,
