Site ID,Facility Type,Facility Subtype,Facility ID,Automatic Start Gate,Bike Wash,Timing System,Start Gate,No of Persons Start Gate,Number of Straights,Number of Turns,Surface,Artificial Sports Lighting,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,Overall Width,Total Length,Width of Turns/Bends,Radius of Turns/Bends,Finish Straight Length,Finish Straight Width,Black Trails,Length of Black Trails,Length of Blue Trails,Extreme Trails,Length of Extreme Trails,Length of Green Trails,Red Trails,Length of Red Trails,Length of All Trails,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
1003924,20,20001,30009657,,,0,,,,,13,,,,,,50.0,45.0,12.0,5.0,150.0,,20.0,,,,,,,,,,,,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,0,1,0,,1960,0,1,1997,1,1,2014,2,1,1,12,,,2025-01-15 15:13:29,1,448832,102395,50.81905,-1.308152,2017-02-23 10:08:22
1040934,20,20006,30009696,,,,,,,,12,1,,,,,,7.0,3.0,6.0,90.0,,,,,,,,,,,,,,3,,,,,Pay and Play,Public Access,Sport Club,Others,1,0,1,1,1,0,0,1,1,1,0,,2000,1,1,2016,1,0,,1,1,1,12,,,2024-11-19 11:23:36,1,368791,401150,53.50612,-2.472017,2017-02-23 14:01:54
30005224,20,20005,30009718,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,8.85,0,0.0,4.4,1,2.4,15.65,3,,,,,Pay and Play,Public Access,Trust,Trust,0,0,0,1,1,0,1,0,0,1,0,,2011,1,0,,0,0,,1,1,1,12,,,2024-12-04 13:02:21,1,432900,315534,52.73647,-1.514165,2017-02-23 14:59:17
30005231,20,20005,30009729,,1,,,,,,,,,,,,,,,,,,,,,0,0.0,10.0,0,0.0,1.0,1,13.0,24.0,3,24000 - Is the correct length of track.,,,,Pay and Play,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1999,1,0,,1,0,,2,1,1,12,,,2025-11-05 11:22:14,1,487669,166097,51.38716,-0.7414839,2017-02-23 15:53:54
1203675,20,20004,30009742,0,,,0,,,,17,0,,,,,,,,6.0,60.0,,,,,,,,,,,,,,4,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,,2017,0,0,,1,0,,2,1,1,12,,,2025-08-31 19:26:03,1,499207,207052,51.75339,-0.5641684,2017-02-23 16:45:28
30005245,20,20003,30009746,1,,,1,8,4,6,9,0,5.0,8.0,40.0,9.0,,,,4.6,360.0,5.0,,18.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,2005,0,1,2018,0,0,,1,1,1,12,,,2025-05-13 09:18:52,1,458707,99950,50.79615,-1.168372,2017-02-24 09:37:22
30005246,20,20005,30009747,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,25.7,0,0.0,25.7,3,,,,,Free Public Access,Public Access,Other,Others,0,0,0,1,1,0,0,0,0,0,0,,2000,1,0,,0,0,,2,1,1,12,,,2025-02-18 08:42:04,1,635318,248440,52.08428,1.43324,2017-02-24 09:47:37
30005247,20,20003,30009748,0,,,0,8,4,3,9,0,1.5,8.0,47.0,7.0,,,,5.0,400.0,4.0,,30.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2004,0,1,2025,0,0,,1,1,1,12,,,2025-10-15 14:58:44,1,363448,365231,53.18293,-2.548399,2017-02-24 09:47:46
30005248,20,20003,30009749,0,,,1,8,4,3,9,1,10.0,8.0,50.0,8.0,,,,6.0,300.0,7.0,,41.0,6.0,,,,,,,,,,3,"2nd, 3rd, 4th straights refurbished for a more technical track. Drainage installed along straights. Sqorz timing installed (Electronic)",,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1984,0,1,2018,0,0,,1,1,1,12,,,2025-04-30 15:00:05,1,292985,89960,50.6994,-3.516685,2017-02-24 09:58:31
30005250,20,20003,30009751,0,,,1,8,4,4,9,0,10.0,8.0,62.0,7.0,,,,6.0,340.0,6.0,,55.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1990,1,1,2018,0,0,,1,1,1,12,,,2025-02-27 10:56:05,1,172928,46646,50.276,-5.188306,2017-02-24 10:08:27
30005251,20,20003,30009752,1,,,1,8,4,3,3,1,5.0,10.0,59.0,9.0,,,,5.0,300.0,5.0,,46.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,0,0,0,1,1,0,0,0,1,0,0,,2000,1,1,2009,0,0,,2,1,1,12,,,2025-03-25 13:44:44,1,369260,355601,53.09674,-2.460506,2017-02-24 10:12:46
30005252,20,20003,30009753,0,,,0,8,4,3,17,0,7.0,8.5,75.0,7.0,,,,6.0,350.0,7.0,,64.0,6.0,,,,,,,,,,3,Mix of macadam and mendip surface,,,,Free Public Access,Public Access,Sport Club,Others,1,0,0,1,1,0,1,0,1,0,0,,1999,0,1,2024,0,0,,1,1,1,12,,,2025-05-14 15:00:07,1,434138,146886,51.22016,-1.51255,2017-02-24 10:39:17
30005253,20,20003,30009755,0,,,1,8,4,3,17,0,2.0,10.0,39.0,10.0,,,,6.0,400.0,5.0,,34.0,6.0,,,,,,,,,,3,,,,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,2000,1,0,,1,0,,2,1,1,12,,,2025-01-30 16:12:14,1,405997,517603,54.55365,-1.908802,2017-02-24 10:47:43
30005254,20,20003,30009756,0,,,0,8,4,3,9,0,5.0,8.0,30.0,8.0,,,,4.0,200.0,7.0,,30.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,1984,0,0,,0,0,,1,1,1,12,,,2025-01-06 10:12:51,1,353368,177740,51.49667,-2.673129,2017-02-24 10:49:23
30005255,20,20003,30009757,0,,,1,8,4,4,9,0,5.0,8.0,47.0,6.5,,,,6.0,300.0,5.0,,39.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1999,1,1,2012,0,0,,1,1,1,12,,,2025-12-18 13:14:05,1,360067,182179,51.53709,-2.577133,2017-02-24 11:06:32
6018320,20,20004,30009758,0,,,0,,,,17,0,,,,,,,,2.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,1,1,1,1,1,0,,2012,0,0,,0,0,,1,1,1,12,,,2026-01-05 15:16:32,1,418645,302177,52.61707,-1.726028,2017-02-24 11:07:46
30005256,20,20003,30009759,0,,,0,4,4,3,16,0,10.0,8.0,10.0,7.0,,,,5.0,280.0,8.0,,53.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,0,0,0,1,1,0,0,0,0,0,0,,2004,1,1,2009,0,0,,1,1,1,12,,,2025-12-18 08:41:14,1,513978,310473,52.68,-0.3154776,2017-02-24 11:11:09
30005259,20,20003,30009762,0,,,0,4,4,3,9,0,4.0,8.0,45.0,6.0,,,,5.0,250.0,5.0,,50.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2012,0,1,2024,0,0,,1,1,1,12,,,2025-05-13 11:54:42,1,422953,301932,52.6147,-1.662416,2017-02-24 11:41:43
30005260,20,20002,30009763,,,1,,,,,3,1,,,,,50.0,26.0,7.0,7.0,450.0,,20.0,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1891,0,1,2011,1,1,2017,2,1,1,12,,,2026-01-02 09:53:19,1,532781,174202,51.45124,-0.09046051,2017-02-24 11:45:42
30005261,20,20005,30009764,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,1990,1,0,,0,0,,1,1,1,12,,,2025-03-31 15:25:45,1,467226,136078,51.12005,-1.04085,2017-02-24 11:45:57
30005262,20,20005,30009765,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,4.0,0,0.0,4.0,3,Tarmac perimeter now 100% complete. Refurbished café facilities.,,,,Free Public Access,Public Access,Other,Others,1,1,1,1,1,1,1,1,1,1,0,fleet of 30 + adapted cycles to allow all abilities to explore the nature reserve on our specially designed tarmac cycle trails,2004,0,1,2019,0,0,,2,1,1,12,,,2025-10-06 10:31:03,1,330532,553842,54.8745,-3.084115,2017-02-24 12:06:20
30005263,20,20002,30009766,,,0,,,,,3,0,,,,,50.0,33.0,5.5,7.0,250.0,,25.0,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,1,1,0,0,0,0,0,0,,2011,0,0,,1,0,,1,1,1,12,,,2025-04-01 08:59:36,1,407612,94144,50.74684,-1.893458,2017-02-24 12:07:25
30005265,20,20003,30009768,0,,,1,8,4,3,17,0,8.0,8.5,45.0,9.0,,,,6.0,330.0,6.0,,40.0,6.5,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1984,0,1,2017,0,0,,1,1,1,12,,,2025-02-28 12:15:47,1,575275,225083,51.89674,0.546048,2017-02-24 12:14:45
30005266,20,20003,30009769,0,,,1,8,4,3,17,0,8.0,9.0,50.0,8.0,,,,5.0,300.0,5.0,,58.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1982,0,1,2018,0,0,,1,1,1,12,,,2025-10-14 12:35:53,1,453410,345010,52.99977,-1.205614,2017-02-24 12:28:59
30005270,20,20003,30009773,0,,,1,8,4,3,17,0,7.0,10.0,44.0,9.0,,,,5.0,300.0,5.0,,40.0,6.0,,,,,,,,,,3,"The track specifics are varied from approx 300m in length to 10m-5m wide in places, the whole surface area is approx 50m x 40m ",,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,2000,1,1,2010,0,0,,1,1,1,12,,,2025-04-10 08:29:50,1,435339,290974,52.51553,-1.480661,2017-02-24 12:46:33
30005272,20,20005,30009775,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,9.5,0,0.0,0.0,1,2.3,11.8,3,"1 Blue Trail - 12km
2 Red Trails - 800m & 1500m",,,,Free Public Access,Public Access,Other,Others,0,1,0,1,1,1,1,0,0,1,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-09-04 10:44:17,1,210015,66756,50.46976,-4.678616,2017-02-24 12:50:20
30006707,20,20004,30013099,0,,,0,,,,17,0,,,,,,,,3.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2009,0,0,,0,0,,1,1,1,12,,,2025-05-08 10:39:37,1,512544,171551,51.4318,-0.3824093,2017-09-22 14:33:41
30005278,20,20003,30009781,1,,,1,8,4,4,17,1,5.0,9.0,60.0,8.0,,,,5.5,400.0,6.0,,40.0,6.0,,,,,,,,,,3,Royston BMX Club runs club practice and coaching sessions for members and Club and Regional level BMX races via British Cycling,Royston Rockets BMX Racing Club,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,0,1,1,0,0,1,0,0,"For viewing the site is mostly flat grass. The race track is only suitable for solo, unpowered bicycles",1985,1,1,2025,0,0,,1,1,1,12,,,2025-05-09 09:59:51,1,535741,241936,52.0592,-0.0214482,2017-02-24 13:29:03
30005282,20,20006,30009788,,,,,,,,12,0,,,,,,1.0,1.0,4.5,77.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-07-11 07:51:34,1,431315,278555,52.40413,-1.541109,2017-02-24 14:06:27
30005283,20,20005,30009789,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,,,,,Private Use,Private,Other,Others,1,1,1,1,1,1,1,1,1,1,0,,2000,1,0,,1,0,,2,1,1,12,,,2025-12-16 15:40:11,1,419731,371075,53.23636,-1.705828,2017-02-24 14:16:56
30005285,20,20006,30009791,,,,,,,,12,0,,,,,,1.0,1.0,4.25,77.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,2007,0,1,2012,0,0,,1,1,1,12,,,2025-05-28 14:13:11,1,442808,277217,52.39133,-1.372366,2017-02-24 14:24:46
30005286,20,20003,30009792,0,,,0,8,4,3,17,0,5.0,8.5,48.0,8.0,,,,5.0,300.0,6.0,,50.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2003,0,0,,0,0,,1,1,1,12,,,2025-04-16 11:39:59,1,439763,393274,53.43478,-1.402947,2017-02-24 14:32:08
30005287,20,20004,30009793,0,,,0,,,,17,0,,,,,,,,3.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Community Organisation,Others,0,0,0,0,0,0,0,0,0,0,0,,2001,0,1,2008,0,0,,1,1,1,12,,,2025-03-28 14:36:42,1,411855,538706,54.7432,-1.817371,2017-02-24 14:45:15
1042728,20,20004,30009794,0,,,0,,,,17,0,,,,,,,,3.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-12-04 12:54:12,1,433916,291182,52.51749,-1.501602,2017-02-24 14:49:12
30005289,20,20006,30009796,,,,,,,,12,1,,,,,,7.0,3.0,5.5,89.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,0,0,0,1,1,0,0,0,0,0,0,,1962,0,0,,0,0,,1,1,1,12,,,2025-02-27 10:11:00,1,395937,301942,52.61525,-2.061435,2017-02-24 15:23:16
30005290,20,20003,30009798,0,,,0,6,4,3,3,0,2.0,8.0,42.0,7.5,,,,5.0,300.0,5.5,,41.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,1984,0,1,2014,0,0,,1,1,1,12,,,2025-02-26 08:37:30,1,447790,320567,52.7806,-1.292925,2017-02-24 15:33:52
30005291,20,20004,30009799,0,,,0,,,,3,1,,,,,,,,6.0,100.0,,,,,,,,,,,,,,3,Refurb June 2019 - https://www.burnhamandhighbridgeweeklynews.co.uk/news/17709711.works-underway-to-upgrade-burnham-on-sea-bmx-club/,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1993,1,1,2019,0,0,,1,1,1,12,,,2025-02-11 10:09:16,1,330923,147983,51.22684,-2.990628,2017-02-24 15:34:25
30005292,20,20005,30009800,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,7.5,0,0.0,0.0,1,19.0,26.5,3,"26,500m overall length",,,,Free Public Access,Public Access,Other,Others,0,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-10-30 12:39:11,1,320821,524506,54.6095,-3.227413,2017-02-24 15:40:08
30005293,20,20005,30009801,,0,,,,,,,,,,,,,,,,,,,,,1,2.0,0.0,0,0.0,0.0,1,7.0,9.0,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2008,1,0,,0,0,,1,1,1,12,,,2024-11-28 11:03:34,1,386768,420901,53.68441,-2.201811,2017-02-24 15:48:05
30005294,20,20004,30009802,0,,,0,,,,3,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Pay and Play,Public Access,Sport Club,Others,0,0,0,1,1,0,0,0,0,0,0,,2017,0,0,,0,0,,1,1,1,12,,,2025-10-16 07:10:47,1,492022,290152,52.50153,-0.6457792,2017-02-24 15:51:28
30005295,20,20004,30009803,0,,,1,,,,3,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2010,0,0,,0,0,,1,1,1,12,,,2025-10-28 12:01:51,1,349271,240215,52.05799,-2.741297,2017-02-24 16:08:10
30005297,20,20005,30009806,,1,,,,,,,,,,,,,,,,,,,,,1,8.0,9.0,0,0.0,0.0,1,14.5,31.5,3,,,,,Free Public Access,Public Access,Other,Others,0,0,0,1,1,1,0,0,0,1,0,"3 disabled bays 2 by toilet block , 1 staff car park",2005,1,1,2016,1,0,,1,1,1,12,,,2025-03-14 12:07:43,1,409354,531257,54.6763,-1.856469,2017-02-27 08:47:48
30005298,20,20005,30009807,,1,,,,,,,,,,,,,,,,,,,,,1,6.3,12.7,0,0.0,3.7,1,4.2,26.9,3,,,,,Free Public Access,Public Access,Other,Others,0,0,0,1,1,1,0,0,0,1,0,,2000,1,0,,1,0,,1,1,1,12,,,2025-02-06 12:07:31,1,363205,593676,55.23591,-2.580134,2017-02-27 08:59:46
30005299,20,20005,30009809,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,,,,,Registered Membership use,Public Access,Community Organisation,Others,0,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-12-12 11:20:50,1,480118,485006,54.25449,-0.7717464,2017-02-27 09:17:10
30005300,20,20005,30009811,,1,,,,,,,,,,,,,,,,,,,,,0,0.0,17.7,0,0.0,0.0,0,0.0,17.7,3,,,,,Free Public Access,Public Access,Other,Others,0,0,0,1,1,1,0,0,0,1,0,,1999,1,0,,0,0,,1,1,1,12,,,2025-10-21 09:23:22,1,354466,371236,53.23621,-2.683664,2017-02-27 09:44:31
30005301,20,20006,30009812,,,,,,,,12,1,,,,,,1.0,1.0,5.5,69.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,1,0,0,0,0,0,0,,2002,1,0,,0,0,,1,1,1,12,,,2025-03-25 08:15:05,1,421240,423534,53.70782,-1.679695,2017-02-27 09:55:10
30005303,20,20005,30009815,,0,,,,,,,,,,,,,,,,,,,,,1,1.3,0.0,0,0.0,0.0,1,16.1,17.4,3,,,,,Free Public Access,Public Access,Other,Others,0,0,0,1,1,1,0,0,0,1,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-11-12 10:59:06,1,333548,494413,54.34093,-3.023631,2017-02-27 10:08:58
30005304,20,20006,30009816,,,,,,,,12,0,,,,,,1.0,1.0,6.0,87.0,,,,,,,,,,,,,,5,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,1,0,0,0,0,0,2,,1981,0,0,,0,0,,1,1,1,12,2018-05-01,101,2023-10-27 12:06:52,1,358116,178160,51.50081,-2.604793,2017-02-27 10:13:43
1011417,20,20002,30009820,,,0,,,,,3,1,,,,,100.0,45.0,12.0,9.0,485.0,,40.0,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,0,1,1,1,0,,1949,0,1,2005,1,0,,2,1,1,12,,,2025-05-27 15:56:19,1,487605,410288,53.5819,-0.678235,2017-02-27 10:36:49
30005306,20,20005,30009821,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,,,,,Free Public Access,Public Access,Sport Club,Others,0,0,0,0,0,1,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-11-06 08:31:08,1,415526,182131,51.53788,-1.777524,2017-02-27 10:44:06
30005307,20,20003,30009822,0,,,0,8,4,4,3,0,2.0,10.0,64.0,7.5,,,,5.5,368.0,5.0,,47.0,6.0,,,,,,,,,,5,,,,,Free Public Access,Public Access,Other,Others,0,0,0,0,0,0,0,0,0,0,2,,,0,0,,0,0,,1,1,1,12,2017-11-14,101,2017-11-14 11:39:39,1,573817,228945,51.93188,0.5268161,2017-02-27 10:45:00
30005309,20,20003,30009824,1,,,1,8,4,3,17,0,2.0,8.0,58.0,7.0,,,,5.0,285.0,5.0,,50.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1984,0,0,,0,0,,2,1,1,12,,,2026-01-08 14:58:59,1,441438,373825,53.25983,-1.380274,2017-02-27 10:59:33
30005311,20,20007,30009826,,,0,,,,,3,1,,,,,,,,5.3,1000.0,,20.0,100.0,5.3,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,1,1,0,1,1,1,1,0,,2008,0,1,2012,0,0,,1,1,1,12,,,2024-09-16 06:30:53,1,414480,279032,52.40912,-1.788556,2017-02-27 11:12:02
30005312,20,20004,30009827,0,,,1,,,,9,0,,,,,,,,6.0,100.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,2013,1,1,2015,0,0,,1,1,1,12,,,2025-01-23 09:14:21,1,505311,165944,51.38279,-0.4880821,2017-02-27 11:13:39
30005313,20,20004,30009828,0,,,1,,,,16,0,,,,,,,,6.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2024-12-20 10:58:59,1,421501,441654,53.87067,-1.674498,2017-02-27 11:19:27
30005314,20,20005,30009829,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,1,16.0,16.0,3,,,,,Free Public Access,Public Access,Other,Others,0,0,0,1,1,0,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-02-18 08:40:48,1,638049,255943,52.15044,1.478273,2017-02-27 11:23:45
30005315,20,20007,30009830,,,0,,,,,3,0,,,,,,,,7.0,1500.0,,20.0,100.0,8.0,,,,,,,,,,3,,LEX Leisure,,,Pay and Play,Public Access,Private Contractor (PPP/PFI),Others,0,0,0,0,1,1,0,1,1,0,0,Accessible toilets available close by.,2014,1,0,,0,0,,1,1,1,12,,,2025-09-29 10:09:18,1,288933,59383,50.42376,-3.564899,2017-02-27 11:25:11
30005316,20,20003,30009831,0,,,0,8,4,4,16,0,4.0,8.0,52.0,7.0,,,,6.0,300.0,5.5,,40.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-07-24 12:15:28,1,618014,242593,52.03886,1.177379,2017-02-27 11:25:40
30005317,20,20006,30009832,,,,,,,,12,1,,,,,,7.0,3.0,6.0,75.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,1,1,0,0,0,0,0,0,,1980,0,1,2015,1,1,2017,2,1,1,12,,,2024-11-07 14:37:25,1,402149,90538,50.71446,-1.970918,2017-02-27 11:32:44
30005318,20,20003,30009833,0,,,1,8,4,4,16,0,5.0,8.0,67.0,9.0,,,,5.0,350.0,4.0,,69.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,1,0,0,0,0,0,,2001,0,1,2013,0,0,,1,1,1,12,,,2025-02-24 14:00:29,1,508858,180470,51.51268,-0.4326556,2017-02-27 11:33:50
30005320,20,20006,30009836,,,,,,,,12,0,,,,,,7.0,3.0,5.0,64.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,1,1,0,0,0,0,0,0,,2004,1,0,,0,0,,1,1,1,12,,,2025-10-16 08:32:33,1,556228,111358,50.8806,0.2194515,2017-02-27 11:40:11
30005321,20,20004,30009837,0,,,1,,,,17,0,,,,,,,,6.0,100.0,,,,,,,,,,,,,,5,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,2,,,0,0,,0,0,,1,1,1,12,2016-05-01,101,2018-05-29 11:05:17,1,463170,391357,53.41527,-1.051043,2017-02-27 11:40:19
30005322,20,20005,30009838,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,1,4.0,4.0,3,,,,,Free Public Access,Public Access,Other,Others,0,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-11-03 08:38:02,1,413706,558374,54.91988,-1.787711,2017-02-27 11:42:56
30005323,20,20006,30009839,,,,,,,,12,0,,,,,,1.0,1.0,4.5,77.4,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-09-19 13:28:07,1,458301,305282,52.64217,-1.139818,2017-02-27 12:02:14
30005324,20,20006,30009840,,,,,,,,12,1,,,,,,4.0,1.0,4.5,87.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1999,1,0,,0,0,,1,1,1,12,,,2025-03-05 08:04:10,1,439377,114311,50.92691,-1.441079,2017-02-27 12:07:47
30005325,20,20005,30009841,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,11.2,0,0.0,4.8,1,13.0,29.0,3,,,,,Free Public Access,Public Access,Other,Others,0,0,0,1,1,1,0,0,0,1,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-09-10 09:03:23,1,461230,363654,53.16651,-1.085565,2017-02-27 12:11:20
30005328,20,20006,30009845,,,,,,,,12,0,,,,,,1.0,1.0,6.0,92.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,0,0,1,1,1,1,1,0,0,,2009,0,0,,0,0,,1,1,1,12,,,2025-01-28 16:35:07,1,387491,347097,53.02104,-2.187915,2017-02-27 12:33:19
6008351,20,20003,30009846,0,,,0,1,4,3,17,0,5.0,8.5,45.0,7.5,,,,6.0,250.0,8.0,,38.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2012,0,1,2017,0,0,,2,1,1,12,,,2025-11-10 09:55:56,1,500625,222546,51.8924,-0.5391333,2017-02-27 12:35:28
