Site ID,Facility Type,Facility Subtype,Facility ID,Automatic Start Gate,Bike Wash,Timing System,Start Gate,No of Persons Start Gate,Number of Straights,Number of Turns,Surface,Artificial Sports Lighting,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,Overall Width,Total Length,Width of Turns/Bends,Radius of Turns/Bends,Finish Straight Length,Finish Straight Width,Black Trails,Length of Black Trails,Length of Blue Trails,Extreme Trails,Length of Extreme Trails,Length of Green Trails,Red Trails,Length of Red Trails,Length of All Trails,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
30005329,20,20003,30009847,1,,,1,8,4,3,9,0,10.0,8.0,61.0,10.0,,,,5.0,330.0,6.0,,69.0,6.0,,,,,,,,,,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2012,0,0,,1,0,,2,1,1,12,,,2025-02-19 12:59:29,1,563780,171542,51.41924,0.3540775,2017-02-27 12:49:28
30005329,20,20005,30009848,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2012,0,0,,1,0,,2,1,1,12,,,2025-02-19 12:59:29,1,563780,171542,51.41924,0.3540775,2017-02-27 12:49:28
30005329,20,20007,30009849,,,0,,,,,3,0,,,,,,,,6.0,2900.0,,20.0,100.0,6.0,,,,,,,,,,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2012,0,0,,1,0,,2,1,1,12,,,2025-02-19 12:59:29,1,563780,171542,51.41924,0.3540775,2017-02-27 12:49:28
1207942,20,20003,30009850,1,,,1,8,4,3,3,0,10.0,10.0,100.0,10.0,,,,6.0,310.0,8.0,,80.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,1,1,1,0,0,0,0,0,,2008,0,1,2014,1,0,,1,1,1,12,,,2025-02-18 11:58:05,1,437653,334542,52.90702,-1.44159,2017-02-27 12:55:17
30005330,20,20004,30009851,0,,,0,,,,9,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2014,0,0,,0,0,,1,1,1,12,,,2024-11-15 10:10:58,1,522891,181527,51.51931,-0.2301688,2017-02-27 14:12:01
30005331,20,20004,30009852,0,,,0,,,,17,0,,,,,,,,4.0,100.0,,,,,,,,,,,,,,3,,,2014-07-01,,Free Public Access,Public Access,Commercial Management,Commercial,0,0,0,0,0,0,0,0,0,0,0,,2014,0,0,,0,0,,1,1,1,12,,,2025-08-07 09:06:09,1,520281,186096,51.56094,-0.2661959,2017-02-27 14:20:14
30005332,20,20004,30009854,0,,,0,,,,3,0,,,,,,,,3.0,100.0,,,,,,,,,,,,,,3,,,2012-08-11,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2012,0,0,,0,0,,1,1,1,12,,,2025-05-30 15:09:00,1,536628,190982,51.60112,-0.02862912,2017-02-27 14:20:40
1041675,20,20004,30009855,0,,,1,,,,17,0,,,,,,,,6.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2008,0,1,2015,0,0,,1,1,1,12,,,2025-05-01 13:21:13,1,441639,402112,53.51407,-1.373542,2017-02-27 14:32:41
1002281,20,20004,30009856,0,,,0,,,,3,0,,,,,,,,3.0,100.0,,,,,,,,,,,,,,5,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,2014,0,0,,1,0,,1,1,1,12,2020-08-06,201,2022-01-12 12:51:15,1,515840,182459,51.52917,-0.3314308,2017-02-27 14:43:53
6006403,20,20003,30009857,0,,,0,8,4,3,9,0,10.0,8.0,46.0,7.0,,,,6.0,251.0,6.0,,53.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,0,0,0,1,0,0,,2006,1,0,,0,0,,1,1,1,12,,,2025-10-01 08:13:04,1,619962,162036,51.3149,1.155031,2017-02-27 14:51:04
30007363,20,20006,30009858,,,,,,,,12,1,,,,,,1.0,1.0,5.5,74.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,0,0,1,0,0,0,0,0,0,,1986,0,1,2011,2,2,,1,1,1,12,,,2024-11-20 09:44:44,1,541048,181611,51.51582,0.03140348,2017-02-27 14:56:06
1206739,20,20006,30009860,,,,,,,,12,0,,,,,,1.0,1.0,4.25,92.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,1,1,0,0,1,0,,2015,1,0,,0,0,,1,1,1,12,,,2025-05-15 09:27:02,1,620566,307505,52.62051,1.257082,2017-02-27 14:57:39
1008107,20,20006,30009864,,,,,,,,12,0,,,,,,1.0,1.0,6.0,86.0,,,,,,,,,,,,,,3,,Cramlington Learning Village,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,0,1,1,Lift,2002,0,0,,1,0,,2,1,1,12,,,2025-10-17 13:43:01,1,426047,575686,55.07496,-1.593616,2017-02-27 15:00:41
1208213,20,20003,30009865,1,,,1,8,3,4,17,0,1.5,8.0,25.0,7.0,,,,5.0,400.0,4.5,,60.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,0,0,0,0,0,0,0,0,,2000,1,1,2024,0,0,,1,1,1,12,,,2025-04-28 13:27:34,1,385677,411535,53.60021,-2.217898,2017-02-27 15:01:21
6002698,20,20005,30009866,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,1990,1,0,,0,0,,1,1,1,12,,,2025-04-28 10:55:24,1,426653,582527,55.1364,-1.583482,2017-02-27 15:07:28
6002698,20,20003,30009867,0,,,1,8,4,3,3,0,1.5,10.0,47.0,7.0,,,,6.0,228.0,4.0,,30.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,1990,1,0,,0,0,,1,1,1,12,,,2025-04-28 10:55:24,1,426653,582527,55.1364,-1.583482,2017-02-27 15:07:28
6000128,20,20003,30009869,0,,,1,8,4,3,17,0,2.0,10.0,64.0,8.0,,,,5.0,271.0,8.0,,55.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,0,0,0,0,1,0,0,0,0,0,0,,1982,0,1,2015,0,0,,1,1,1,12,,,2025-09-05 07:36:54,1,296169,112870,50.90593,-3.478107,2017-02-27 15:11:53
1043186,20,20003,30009870,1,,,1,8,4,3,3,1,1.5,10.0,50.0,9.0,,,,6.0,340.0,6.0,,60.0,6.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Sport Club,Others,1,0,0,0,0,1,0,0,0,1,0,,2008,0,0,,0,0,,1,1,1,12,,,2025-02-21 14:15:46,1,385250,394217,53.44453,-2.223528,2017-02-27 15:47:58
30005333,20,20003,30009871,1,,,1,8,4,3,17,1,10.0,10.0,60.0,10.0,,,,6.0,390.0,7.0,,62.0,6.0,,,,,,,,,,3,,,,,Pay and Play,Public Access,Other,Others,1,1,1,1,1,1,1,1,1,1,0,,2012,0,0,,1,0,,2,1,1,12,,,2025-03-12 11:10:47,1,537708,185367,51.5504,-0.015229,2017-02-27 16:39:32
30005333,20,20007,30009872,,,0,,,,,3,1,,,,,,,,7.0,1600.0,,20.0,100.0,7.0,,,,,,,,,,3,,,,,Pay and Play,Public Access,Other,Others,1,1,1,1,1,1,1,1,1,1,0,,2012,0,0,,1,0,,2,1,1,12,,,2025-03-12 11:10:47,1,537708,185367,51.5504,-0.015229,2017-02-27 16:39:32
30005333,20,20001,30009873,,,0,,,,,13,,,,,,100.0,45.0,12.0,9.0,250.0,,40.0,,,,,,,,,,,,3,,,,,Pay and Play,Public Access,Other,Others,1,1,1,1,1,1,1,1,1,1,0,,2012,0,0,,1,0,,2,1,1,12,,,2025-03-12 11:10:47,1,537708,185367,51.5504,-0.015229,2017-02-27 16:39:32
30005333,20,20005,30009874,,0,,,,,,,,,,,,,,,,,,,,,1,1.0,2.0,0,0.0,0.0,1,2.0,5.0,3,,,,,Pay and Play,Public Access,Other,Others,1,1,1,1,1,1,1,1,1,1,0,,2014,0,0,,1,0,,2,1,1,12,,,2025-03-12 11:10:47,1,537708,185367,51.5504,-0.015229,2017-02-27 16:39:32
30005335,20,20004,30009878,0,,,0,,,,17,0,,,,,,,,2.5,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-05-27 10:43:12,1,375282,319842,52.77561,-2.367841,2017-02-28 09:26:19
6002044,20,20004,30010167,0,,,0,,,,3,0,,,,,,,,3.8,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,0,0,0,0,0,0,0,0,,2011,0,0,,0,0,,1,1,1,12,,,2025-05-21 08:35:45,1,370700,314007,52.72293,-2.435246,2017-03-03 12:21:22
6010262,20,20006,30010219,,,,,,,,12,0,,,,,,1.0,3.0,5.3,90.0,,,,,,,,,,,,,,3,Used by Stockport Cycle Speedway Club.,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1985,1,0,,0,0,,1,1,1,12,,,2025-08-14 08:52:00,1,390423,389644,53.40355,-2.14551,2017-03-06 14:47:49
6014470,20,20004,30010239,0,,,0,,,,17,0,,,,,,,,2.0,60.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,0,1,1,0,1,0,,2014,0,1,2017,0,0,,1,1,1,12,,,2025-04-28 15:53:52,1,545850,261367,52.23121,0.1342262,2017-03-06 17:16:38
1006739,20,20002,30010240,,,0,,,,,3,1,,,,,100.0,45.0,12.0,7.0,459.0,,40.0,,,,,,,,,,,,3,,Greenwich Leisure Limited,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,1,,1955,0,1,2003,1,1,2022,2,1,1,12,,,2024-11-26 11:14:10,1,473953,173086,51.45194,-0.9370982,2017-03-07 08:59:52
1004645,20,20007,30010242,,,0,,,,,3,0,,,,,,,,6.0,1600.0,,20.0,100.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,0,1,0,,2017,1,0,,1,0,,2,1,1,12,,,2025-10-31 08:35:36,1,350244,431434,53.77686,-2.756489,2017-03-07 09:06:05
1035862,20,20003,30010243,1,,,1,8,4,3,17,0,10.0,8.0,100.0,8.0,,,,6.0,400.0,8.0,,100.0,8.0,,,,,,,,,,3,,GLL,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,2010,0,1,2019,1,1,2023,2,1,1,12,,,2025-04-16 08:24:45,1,387447,398755,53.48538,-2.190639,2017-03-07 09:28:10
1035862,20,20005,30010244,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,,GLL,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,2013,0,0,,1,1,2023,2,1,1,12,,,2025-04-16 08:24:45,1,387447,398755,53.48538,-2.190639,2017-03-07 09:28:10
1035862,20,20001,30010245,,,0,,,,,13,,,,,,100.0,45.0,12.0,9.0,250.0,,40.0,,,,,,,,,,,,3,,GLL,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1994,0,1,2023,1,1,2023,2,1,1,12,,,2025-04-16 08:24:45,1,387447,398755,53.48538,-2.190639,2017-03-07 09:28:10
1003969,20,20002,30010248,,,0,,,,,3,0,,,,,50.0,10.0,1.0,7.0,120.0,,20.0,,,,,,,,,,,,3,"Length 535m, Width 7m",BH Live,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,Activity Areas: Lift.,1903,0,0,,1,0,,2,1,1,12,,,2026-01-08 13:33:48,1,464735,103190,50.82463,-1.082283,2017-03-07 09:32:17
1042496,20,20002,30010249,,,0,,,,,3,1,,,,,100.0,45.0,12.0,7.0,250.0,,40.0,,,,,,,,,,,,3,,York Sport,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2014,0,0,,1,0,,1,1,1,12,,,2025-05-20 09:49:20,1,464528,451003,53.95113,-1.018243,2017-03-07 09:37:35
1042496,20,20007,30010250,,,0,,,,,3,1,,,,,,,,10.0,1000.0,,20.0,100.0,20.0,,,,,,,,,,3,,,,,Registered Membership use,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,2013,0,0,,1,0,,2,1,1,12,,,2025-04-25 14:56:51,1,464528,451003,53.95113,-1.018243,2017-03-07 09:37:35
6001709,20,20004,30010444,0,,,0,,,,3,0,,,,,,,,4.0,60.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,0,0,0,0,0,0,0,0,,2005,1,0,,0,0,,1,1,1,12,,,2025-05-27 10:41:33,1,363530,312773,52.7114,-2.54125,2017-03-14 14:46:40
6018867,20,20004,30010526,0,,,0,,,,9,0,,,,,,,,4.0,45.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,0,0,0,0,0,0,0,0,,2012,0,0,,0,0,,1,1,1,12,,,2025-03-05 15:27:13,1,367158,308724,52.67523,-2.487145,2017-03-22 10:59:45
30002807,20,20004,30010627,0,,,0,,,,17,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,length is 124m,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,1,1,0,0,1,0,0,0,,2013,0,0,,1,0,,1,1,1,12,,,2024-11-13 09:04:42,1,356048,243035,52.08393,-2.642824,2017-03-30 11:04:16
30005714,20,20004,30010662,0,,,0,,,,17,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2005,0,1,2023,0,0,,1,1,1,12,,,2025-05-20 09:55:56,1,432730,266355,52.29438,-1.521495,2017-04-03 12:54:56
30005716,20,20003,30010664,0,,,1,8,4,3,17,0,8.0,9.5,86.0,9.0,,,,6.0,350.0,5.0,,54.5,7.0,,,,,,,,,,3,,,,,Free Public Access,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,1981,0,1,2012,0,0,,1,1,1,12,,,2025-09-16 09:19:31,1,516656,295926,52.54871,-0.2810076,2017-04-03 15:01:43
30006025,20,20005,30011264,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,,,,,Private Use,Private,Local Authority (in house),Local Authority,0,0,1,1,1,0,1,0,0,0,0,,1952,1,0,,1,0,,1,1,1,12,,,2024-12-04 14:28:17,1,403228,376367,53.28428,-1.953034,2017-04-25 10:08:00
1041406,20,20004,30011279,0,,,0,,,,17,0,,,,,,,,4.0,100.0,,,,,,,,,,,,,,3,,,2017-03-05,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,0,0,0,0,0,0,0,0,,2017,0,0,,0,0,,1,1,1,12,,,2025-07-16 11:28:07,1,386915,421788,53.69239,-2.199619,2017-04-25 12:05:12
30006043,20,20005,30011291,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,1990,1,0,,0,0,,1,1,1,12,,,2024-12-10 12:53:54,1,501000,183054,51.53736,-0.5451199,2017-04-25 15:01:46
6021228,20,20004,30011501,0,,,0,,,,17,0,,,,,,,,4.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,1,1,0,0,0,0,1,0,,2012,0,0,,1,0,,1,1,1,12,,,2025-12-16 14:36:37,1,573131,222621,51.87529,0.5136739,2017-05-22 12:24:36
6006650,20,20004,30011669,0,,,0,,,,3,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,0,1,0,1,1,0,,2016,0,0,,0,0,,1,1,1,12,,,2025-12-01 12:03:34,1,415076,525244,54.62213,-1.768027,2017-06-16 13:07:21
1044267,20,20004,30011904,0,,,0,,,,9,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,5,,,,,Private Use,Private,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,2,,2016,0,0,,1,0,,2,1,1,12,2021-06-18,101,2023-04-24 15:15:23,1,430386,582189,55.13316,-1.524965,2017-07-04 10:44:21
1103492,20,20004,30011910,0,,,0,,,,9,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,0,1,0,,2017,0,0,,0,0,,1,1,1,12,,,2025-02-06 10:49:30,1,450214,167799,51.407,-1.279442,2017-07-05 10:54:25
30006313,20,20003,30012201,0,,,1,8,4,3,3,1,7.0,9.5,67.0,8.0,,,,6.0,350.0,4.0,,56.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,,2010,0,0,,0,0,,1,1,1,12,,,2025-03-31 08:24:59,1,407027,292331,52.52882,-1.897832,2017-07-17 16:14:12
6018660,20,20004,30012223,0,,,0,,,,3,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,1,0,,1,1,1,12,,,2025-08-22 13:43:22,1,329683,133219,51.09395,-3.00549,2017-07-18 11:34:58
30006377,20,20005,30012313,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,,,,2026-04-01,Pay and Play,Public Access,Other,Others,0,0,0,0,0,0,0,0,0,0,0,,1997,0,0,,0,0,,1,1,1,12,,,2025-12-03 12:20:44,1,489186,210137,51.78281,-0.708495,2017-07-21 10:36:52
6004575,20,20004,30012394,0,,,0,,,,17,0,,,,,,,,3.0,45.0,,,,,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,2015,0,0,,1,1,2016,1,1,1,12,,,2025-10-21 10:24:40,1,365545,471894,54.14173,-2.52891,2017-08-03 09:11:10
6001235,20,20004,30012448,0,,,0,,,,17,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,140m,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2016,1,0,,0,0,,1,1,1,12,,,2025-10-14 14:25:28,1,400212,322003,52.79561,-1.998286,2017-08-15 14:09:12
1103236,20,20004,30012518,0,,,0,,,,3,0,,,,,,,,3.0,50.0,,,,,,,,,,,,,,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2011,0,1,2016,0,0,,1,1,1,12,,,2025-09-05 16:34:05,1,534075,183199,51.53179,-0.06842491,2017-08-29 10:51:39
1005583,20,20007,30012712,,,0,,,,,3,1,,,,,,,,10.0,1000.0,,12.0,100.0,10.0,,,,,,,,,,4,,,,2026-07-01,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,2017,0,0,,1,0,,2,1,1,12,,,2025-05-23 10:41:45,1,509154,432891,53.78093,-0.3449389,2017-09-08 11:17:17
6003927,20,20004,30012745,0,,,0,,,,16,1,,,,,,,,1.5,100.0,,,,,,,,,,,,,,3,Floodlights turn off after 21:00,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,0,0,0,1,0,,2005,1,1,2017,0,0,,1,1,1,12,,,2024-08-05 09:55:31,1,452375,348196,53.02851,-1.220519,2017-09-08 16:53:55
6017318,20,20004,30013309,0,,,0,,,,17,0,,,,,,,,1.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,Wheelchair accessible all areas. 2 Accessible toilets. 2 reserved parking spaces on concrete. Sympathetic colour schemes for visual impairment. Lowered serving hatches. ,2012,0,1,2015,0,0,,1,1,1,12,,,2025-09-16 15:21:33,1,615388,314561,52.68592,1.185311,2017-10-06 12:02:26
1041699,20,20005,30013486,,0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,,,,,Private Use,Private,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,,2000,1,0,,1,0,,1,1,1,12,,,2025-12-20 17:13:23,1,506650,197117,51.66273,-0.4594204,2017-10-27 15:12:20
1004069,20,20007,30013695,,,0,,,,,3,1,,,,,,,,6.0,1000.0,,12.0,100.0,6.0,,,,,,,,,,3,,,2017-07-01,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,1,1,0,,2017,0,0,,1,0,,2,1,1,12,,,2025-08-01 11:30:26,1,455660,305120,52.641,-1.178864,2017-11-20 11:03:39
1045062,20,20003,30013985,0,,,1,5,4,3,3,0,6.0,8.0,25.0,6.0,,,,4.0,200.0,4.0,,30.0,6.0,,,,,,,,,,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,2015,0,0,,1,0,,1,1,1,12,,,2026-01-06 14:02:10,1,547461,191810,51.60583,0.1280273,2018-01-02 12:10:35
6002186,20,20004,30014011,0,,,0,,,,17,0,,,,,,,,1.0,25.0,,,,,,,,,,,,,,3,,,2017-10-01,,Sports Club / Community Association,Public Access,Community Organisation,Others,1,0,1,1,1,1,1,1,1,1,0,,2017,0,0,,1,0,,1,1,1,12,,,2025-06-27 11:53:47,1,368708,147279,51.22384,-2.449471,2018-01-04 12:18:19
1059387,20,20002,30014017,,,0,,,,,3,1,,,,,50.0,10.0,10.0,7.0,250.0,,20.0,,,,,,,,,,,,3,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,1,,2015,1,0,,1,0,,2,1,1,12,,,2024-09-12 06:41:53,1,451173,516845,54.5443,-1.210502,2018-01-05 11:20:48
30005275,20,20004,30014279,0,,,0,,,,3,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Other,Others,0,0,0,1,1,1,1,1,0,1,0,,2000,1,0,,0,0,,1,1,1,12,,,2025-01-13 13:38:53,1,288394,84743,50.65163,-3.580096,2018-01-25 12:55:07
30007123,20,20004,30014466,0,,,0,,,,16,0,,,,,,,,3.0,60.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,1,1,0,0,1,1,0,0,,2013,0,0,,0,0,,1,1,1,12,,,2025-11-03 12:37:24,1,335916,407575,53.56088,-2.968928,2018-01-31 14:02:16
30011022,20,20007,30014550,,,0,,,,,3,0,,,,,,,,5.0,1600.0,,16.0,50.0,6.0,,,,,,,,,,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,,2017,0,0,,1,0,,1,1,1,12,,,2024-11-26 09:32:52,1,427165,438608,53.84303,-1.588622,2018-02-05 16:08:04
1202844,20,20004,30015032,0,,,0,,,,17,0,,,,,,,,4.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2011,0,0,,0,0,,1,1,1,12,,,2025-01-08 10:42:46,1,543393,182587,51.524,0.06556235,2018-03-20 09:31:29
6001330,20,20007,30015171,,,0,,,,,3,0,,,,,,,,6.0,1000.0,,12.0,10.0,6.0,,,,,,,,,,3,,GLL,,,Free Public Access,Public Access,Trust,Trust,0,0,0,0,1,1,0,0,0,0,0,,2017,0,0,,1,0,,1,1,1,12,,,2025-04-08 14:13:05,1,342654,554326,54.88039,-2.895325,2018-04-06 09:36:08
1039996,20,20004,30015358,0,,,0,,,,3,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,0,0,0,0,1,1,0,0,,2018,0,0,,0,0,,1,1,1,12,,,2025-07-29 10:16:18,1,398513,312431,52.70956,-2.02344,2018-04-20 10:45:07
6002182,20,20004,30015436,0,,,0,,,,3,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,2018,0,0,,1,0,,1,1,1,12,,,2025-07-02 11:16:53,1,369111,149371,51.24267,-2.443882,2018-05-02 12:59:10
30003316,20,20004,30015464,0,,,0,,,,3,0,,,,,,,,5.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2015,0,0,,0,0,,1,1,1,12,,,2025-01-23 13:07:09,1,381268,213661,51.82127,-2.273172,2018-05-08 09:48:58
1101011,20,20004,30015644,0,,,0,,,,3,0,,,,,,,,6.0,100.0,,,,,,,,,,,,,,3,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,0,0,0,0,0,0,0,0,0,0,0,,2009,0,0,,0,0,,1,1,1,12,,,2025-10-06 14:50:56,1,339508,364764,53.17655,-2.906509,2018-05-24 10:51:34
6008912,20,20004,30015684,0,,,0,,,,9,0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,3,(Macadam berms),,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,1,0,0,0,1,0,,2010,1,0,,0,0,,1,1,1,12,,,2025-01-14 09:17:18,1,438028,336545,52.925,-1.435786,2018-05-30 13:26:57
30005273,20,20004,30015713,0,,,0,,,,17,0,,,,,,,,1.0,40.0,,,,,,,,,,,,,,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,2015,0,0,,1,0,,1,1,1,12,,,2025-05-02 10:33:46,1,580046,186914,51.55239,0.5955872,2018-06-08 11:21:36
