Site ID,Facility Type,Facility Subtype,Facility ID,Oval Track Lanes,Oval Track Length,Sprint Straight Length,Straight Track Lanes,Track Lanes,Track Length,Artificial Sports Lighting,Discuss Throw Facility,Hammer Throw Facility,High Jump Facility,Indoor Throw Net for Javelin,Indoor Throws Training - Cage,Infield Surface Type,Javelin Throw Facility,Long Jump Facility,Pole Vault Facility,Shot Put Facility,Steeplechase Water Jump,Track Surface Type,Triple Jump Facility,SpectatorAccom: Capacity Estimate,SpectatorAccom: Checked,SpectatorAccom: Shared Flag,SpectatorAccom: Designated Accessible,SpectatorAccom: Designated Accessible Covered,SpectatorAccom: Designated Accessible Uncovered,SpectatorAccom: Seating,SpectatorAccom: Seating Covered,SpectatorAccom: Seating Uncovered,SpectatorAccom: Standing,SpectatorAccom: Standing Covered,SpectatorAccom: Standing Uncovered,SpectatorAccom: Total Capacity,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
1011400,1,1004,2009512,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,300,0,,0,0,301,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,1994,0,1,2010,1,1,2006,2,1,1,12,,,2025-07-15 18:51:50,1,526584,222642,51.88798,-0.1620596,
1207564,1,1004,2009513,4,400.0,110,4,,,0,0,0,0,,,18,0,1,0,0,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,,1985,0,1,2016,1,1,2004,2,1,1,12,,,2025-08-21 11:56:57,1,462474,315063,52.72963,-1.076303,
1011404,1,1004,2009516,6,0.0,0,0,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Sports Club / Community Association,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1950,0,0,,0,0,,3,1,1,12,2011-12-01,999,2012-06-11 00:00:00,0,450667,225709,51.92761,-1.264553,
1011406,1,1004,2009518,6,400.0,120,6,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Private Use,Private,MOD,Others,1,1,1,1,1,0,0,0,0,1,0,,1960,0,0,,1,0,,1,1,1,12,,,2025-07-28 12:07:41,1,505235,302945,52.61411,-0.4471519,
1011410,1,1004,2009522,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,250,0,,0,0,251,3,,,,,Sports Club / Community Association,Public Access,MOD,Others,1,1,1,1,1,1,1,1,1,1,0,,1980,0,1,2005,1,0,,2,1,1,12,,,2025-04-16 09:28:33,1,379575,305534,52.64717,-2.303307,
1011411,1,1004,2009523,6,400.0,100,6,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,1,0,,0,0,,0,0,,0,0,0,3,,,,,Private Use,Private,MOD,Others,1,1,1,1,1,1,1,0,0,1,0,,2005,0,0,,1,1,2007,1,1,1,12,,,2025-10-09 08:56:58,1,455641,233087,51.99346,-1.191032,
1011412,1,1004,2009524,6,400.0,100,6,,,1,0,0,0,,,11,0,1,0,0,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Private Use,Private,MOD,Others,1,1,1,1,1,1,1,0,1,1,0,,1987,0,1,2007,1,0,,2,1,1,12,2023-07-01,101,2025-12-03 15:19:46,1,572723,280422,52.39458,0.537088,
1011413,1,1004,2009525,6,400.0,100,4,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Private Use,Private,MOD,Others,1,0,1,1,0,1,1,0,0,0,0,,1985,0,1,2006,1,1,2013,2,1,1,12,,,2025-09-25 14:11:18,1,521085,275491,52.36412,-0.223119,
1011417,1,1004,2009529,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,150,0,,0,0,151,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,0,1,1,1,0,,1955,0,1,2008,1,1,2015,2,1,1,12,,,2025-05-27 15:56:19,1,487605,410288,53.5819,-0.678235,
1011423,1,1004,2009535,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,0,0,0,1,0,,1985,0,1,2024,1,0,,2,1,1,12,,,2025-11-19 11:46:04,1,528181,186262,51.56068,-0.1522408,
1011424,1,1004,2009536,5,400.0,100,5,,,1,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,0,1,0,0,1,0,,1985,0,0,,1,1,2008,1,1,1,12,,,2025-05-06 10:29:29,1,416202,536458,54.72287,-1.749986,
1011425,1,1004,2009537,6,400.0,100,6,,,0,0,0,1,,,11,0,0,0,1,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,0,0,0,0,1,0,,1965,0,0,,1,1,2007,2,1,1,12,,,2025-09-30 09:40:39,1,442385,519728,54.57102,-1.345921,
1011426,1,1004,2009538,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,Par Track Ltd,,,Sports Club / Community Association,Public Access,Community Organisation,Others,1,1,1,1,1,1,1,1,1,1,0,,1998,0,1,2017,1,1,2019,2,1,1,12,,,2025-02-17 11:06:43,1,207912,53934,50.35389,-4.701655,
1011428,1,1004,2009540,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,0,0,1,1,1,0,0,0,1,0,"Parking: Spaces available close to the track, Finding/Reaching Entrance: Access ramps",1980,0,1,2019,1,1,2022,2,1,1,12,,,2025-01-21 11:27:48,1,540689,167266,51.387,0.02052267,
1011429,1,1004,2009541,6,400.0,110,8,,,1,1,1,1,,,11,1,1,0,1,1,18,1,0,1,0,,1,0,,177,0,,0,0,178,3,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1989,0,1,2006,1,0,,2,1,1,12,,,2026-01-09 10:41:32,1,249410,135965,51.10315,-4.152293,
1011430,1,1004,2009542,6,400.0,110,8,,,0,1,1,1,,,18,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,Javelin run-up and throwing cage situated outside oval.,,,,Private Use,Private,MOD,Others,1,1,1,1,1,1,1,1,0,1,0,,2007,0,0,,1,0,,2,1,1,12,,,2025-12-12 09:25:58,1,485863,160860,51.34035,-0.7686947,
1009519,1,1004,2009547,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,1,1,0,,2004,0,1,2009,1,0,,2,1,1,12,,,2025-07-02 10:52:40,1,349049,136245,51.1232,-2.729397,
1207715,1,1004,2009549,6,400.0,100,6,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,0,1,1,0,1,1,0,0,0,0,,1960,0,0,,1,0,,2,1,1,12,,,2025-10-10 07:35:14,1,400317,293488,52.53926,-1.996752,
1011438,1,1004,2009550,7,0.0,0,0,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Private Use,Private,Other,Others,1,1,1,1,1,1,1,1,1,1,2,,1992,0,1,2005,1,1,2006,2,1,1,12,2017-04-01,101,2018-01-29 09:53:21,0,521945,189545,51.59158,-0.2410049,
1011441,1,1004,2009553,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,2012-10-01,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,0,1,1,1,0,,2012,0,0,,1,0,,2,1,1,12,,,2025-01-07 15:06:16,1,546491,185161,51.54633,0.1112558,
1011443,1,1004,2009555,6,400.0,110,7,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,0,0,0,1,0,,1982,0,1,2011,1,1,2010,2,1,1,12,,,2024-07-16 10:51:10,1,380723,410172,53.5878,-2.292675,
1011444,1,1004,2009556,6,400.0,100,4,,,0,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,0,0,0,0,0,,1969,0,0,,1,1,2014,2,1,1,12,,,2025-06-03 12:12:20,1,382112,423056,53.70364,-2.272432,
1011448,1,1004,2009560,6,400.0,110,8,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,Redgra Surface,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,,1980,0,1,2009,1,0,,2,1,1,12,,,2024-12-17 15:49:36,1,366520,175773,51.47991,-2.483499,
1011454,1,1004,2009566,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,Also hold a 5 lane 60m indoor track. ,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1986,0,1,2020,1,0,,2,1,1,12,,,2025-06-09 09:16:24,1,373932,408625,53.5736,-2.395129,
1011457,1,1004,2009569,6,400.0,100,6,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,1998,0,0,,1,0,,2,1,1,12,,,2025-07-22 11:12:57,1,431752,441109,53.86525,-1.518651,
1011462,1,1004,2009574,6,400.0,100,6,,,0,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,0,0,1,0,1,0,,1975,0,1,2015,1,1,2006,1,1,1,12,,,2025-02-24 13:47:08,1,509562,188252,51.5825,-0.4201024,
1011463,1,1004,2009575,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,1,1,0,,1,0,,500,0,,0,0,501,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,0,1,1,1,0,,1966,0,1,2021,1,1,2004,2,1,1,12,,,2025-10-14 09:21:11,1,411783,92714,50.73392,-1.834384,
1011466,1,1004,2009578,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,0,0,0,1,0,,1991,0,1,2015,1,0,,2,1,1,12,,,2025-05-06 10:51:40,1,486178,277605,52.38972,-0.7350771,
1011468,1,1004,2009580,4,400.0,100,4,,,1,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,Partially grassed over. Disused?,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,0,1,0,0,2,,1963,0,0,,1,1,1994,1,1,1,12,2024-07-31,101,2025-08-12 08:22:19,1,299692,81027,50.62029,-3.419323,
1011469,1,1004,2009581,5,0.0,0,0,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1930,0,1,2003,1,1,2004,3,1,1,12,2009-01-01,999,2024-01-17 13:17:08,0,537246,186768,51.5631,-0.02135546,
1008597,1,1004,2009584,4,0.0,0,0,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Private Use,Private,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1969,0,0,,0,0,,3,1,1,12,2009-08-31,999,2009-11-11 00:00:00,0,437185,559541,54.92918,-1.421265,
1011473,1,1004,2009585,6,400.0,110,6,,,1,1,1,1,,,11,1,1,1,1,1,18,1,1,1,1,,1,0,,300,0,,0,0,301,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,0,0,0,1,1,0,Ramp,1956,0,1,2004,1,1,2003,2,1,1,12,,,2025-02-25 10:01:13,1,555250,186447,51.55556,0.238041,
1011474,1,1004,2009586,9,400.0,100,10,,,1,1,0,1,,,11,1,1,1,1,0,18,1,1,1,0,,1,0,,150,0,,0,0,151,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,1,0,0,1,0,0,,1937,0,1,1994,1,0,,2,1,1,12,,,2025-04-16 09:45:22,1,414849,429188,53.75886,-1.776251,
1011475,1,1004,2009587,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,Oxford City Athletics Club,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1985,0,1,2015,1,1,1986,2,1,1,12,,,2025-07-23 09:26:14,1,456153,204623,51.73751,-1.188192,
1011493,1,1004,2009605,8,0.0,0,0,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Sports Club / Community Association,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1990,0,0,,1,0,,3,1,1,12,2011-04-15,999,2011-06-08 00:00:00,0,405608,442612,53.8797,-1.916172,
1011496,1,1004,2009608,4,400.0,100,4,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,3,3 oval ; 1 straight,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,1,1,1,0,0,0,1,0,,1980,0,1,2014,1,0,,1,1,1,12,,,2025-04-14 15:33:54,1,551847,131610,51.06375,0.1656731,
1011500,1,1004,2009611,8,400.0,110,10,,,1,1,1,1,,,11,1,1,1,1,1,18,1,1,1,0,,1,0,,800,0,,0,0,801,3,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1992,0,1,2014,1,0,,2,1,1,12,,,2024-10-31 15:43:56,1,294953,94114,50.73709,-3.490017,
1011501,1,1004,2009612,6,400.0,100,6,,,0,0,0,0,,,11,0,0,0,0,0,11,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,0,0,1,0,1,0,1,0,1,0,,1992,0,0,,1,0,,1,1,1,12,,,2024-12-10 10:14:12,1,423246,94118,50.7462,-1.671866,
1011503,1,1004,2009614,8,400.0,110,10,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,0,1,0,,1965,0,1,2003,1,0,,2,1,1,12,,,2024-10-14 08:29:17,1,430482,265527,52.28706,-1.554539,
1011505,1,1004,2009616,6,400.0,110,6,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,1,1,0,0,1,0,,1963,0,1,2009,1,1,2007,2,1,1,12,,,2024-11-25 14:43:43,1,520893,163561,51.35826,-0.2650813,
1011513,1,1004,2009624,8,400.0,100,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,0,1,0,"Single Storey Pavilion/Disabled Change with Accessible Toilet. Access to 3 areas for parking, however one of these is not marked for designated spaces, however circa 100 car capacity.",1998,0,1,2014,1,0,,2,1,1,12,,,2025-03-24 10:32:45,1,443480,241785,52.07274,-1.367033,
1103526,1,1004,2009628,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,1,0,0,0,1,0,,1980,0,1,2023,1,1,2000,2,1,1,12,,,2025-06-09 10:49:29,1,460996,150263,51.24828,-1.127446,
1011521,1,1004,2009632,7,400.0,100,7,,,1,1,1,1,,,11,1,1,1,1,0,19,1,0,1,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,0,0,0,1,0,,1910,0,0,,1,1,2004,2,1,1,12,,,2025-10-24 09:14:18,1,379202,392992,53.43332,-2.314497,
1011522,1,1004,2009633,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,Everybody Sport And Recreation,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,0,0,1,1,0,,1981,0,1,2009,1,1,2002,2,1,1,12,,,2025-12-09 12:25:13,1,370740,356073,53.10107,-2.438447,
1011523,1,1004,2009634,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,0,1,1,0,,1994,0,1,2007,1,0,,2,1,1,12,,,2025-06-02 07:13:39,1,506588,206491,51.74699,-0.4574531,
1011524,1,1004,2009635,8,400.0,110,10,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,1971,0,1,2005,1,1,2005,2,1,1,12,,,2025-07-08 15:07:12,1,429646,276726,52.38779,-1.565809,
1011525,1,1004,2009636,6,0.0,0,0,,,1,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Sports Club / Community Association,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1985,0,0,,1,1,2010,2,1,1,12,2011-03-01,999,2023-06-12 13:26:48,0,418593,584619,55.15557,-1.70977,
1011527,1,1004,2009638,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,MOD,Others,1,1,1,1,1,1,0,0,0,1,0,,1932,0,1,2006,1,1,2005,2,1,1,12,,,2025-08-01 14:39:12,1,599445,224367,51.88219,0.896451,
1011529,1,1004,2009640,6,400.0,110,8,,,1,1,1,1,,,11,1,1,0,1,1,18,1,1,1,0,,1,0,,200,0,,0,5000,5201,3,Planned refurbishment to meet TrackMark acreditation standard. Still available for use.,Cumbria Sports Academy,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,1,Has a lift to gain access to first floor,1987,0,1,2006,1,1,2006,2,1,1,12,,,2025-06-06 10:30:15,1,299299,516400,54.53284,-3.557726,
1011531,1,1004,2009642,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,0,1,0,,1980,0,1,2007,1,0,,2,1,1,12,,,2025-10-01 11:53:05,1,375445,399164,53.48862,-2.371538,
1011533,1,1004,2009644,6,400.0,110,7,,,1,1,1,1,,,11,1,1,1,0,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,1,1,0,,1984,0,1,2008,1,1,2009,2,1,1,12,,,2025-12-30 12:42:42,1,434450,572530,55.04609,-1.462397,
1011534,1,1004,2009645,8,0.0,0,0,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,0,1,1,1,0,0,0,0,2,,1975,0,1,2006,1,0,,1,1,1,12,2016-07-13,101,2024-02-22 14:53:16,0,399576,405117,53.54272,-2.007862,
1011540,1,1004,2009651,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,-Refurbishment (2015/2016) - NEW TRACK SURFACE & FULL IAAF COMPLIANT ,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,0,1,1,0,1,0,,1975,0,1,2015,1,0,,2,1,1,12,,,2025-04-17 11:09:23,1,554305,173688,51.44117,0.2188458,
1011542,1,1004,2009653,6,400.0,100,4,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,1960,0,0,,1,1,2015,2,1,1,12,,,2025-06-23 11:33:04,1,462556,342431,52.97561,-1.06985,
1011544,1,1004,2009655,6,0.0,0,0,,,1,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,2,,1955,0,1,2007,1,1,2010,2,1,1,12,2018-10-13,103,2019-12-11 13:23:51,0,446554,522946,54.59957,-1.280939,
1011545,1,1004,2009656,8,400.0,100,10,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,Site has lift but no automatic doors,1994,0,1,2003,1,0,,2,1,1,12,,,2025-01-22 16:04:30,1,543381,258505,52.20614,0.09687847,
1011548,1,1004,2009659,6,400.0,110,6,,,1,1,1,1,,,11,1,1,1,1,1,18,1,1,1,0,,1,0,,200,0,,0,0,201,3,,Plymouth Argyle Community Trust,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,1,1,0,,1947,0,1,2020,1,1,2006,2,1,1,12,,,2025-06-30 13:07:37,1,245688,54589,50.3709,-4.171327,
1011551,1,1004,2009662,6,400.0,100,6,,,0,0,0,0,,,11,0,1,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,0,1,0,,1965,0,0,,1,1,2009,1,1,1,12,,,2025-10-29 10:35:59,1,489174,180105,51.51285,-0.7163215,
1003726,1,1004,2009664,6,400.0,100,6,,,0,1,1,1,,,11,1,1,0,1,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Registered Membership use,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,1986,0,1,2011,1,1,2002,2,1,1,12,,,2025-05-08 08:34:57,1,559988,193692,51.61932,0.3096386,
1011556,1,1004,2009667,6,400.0,100,6,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,,1975,0,0,,1,1,2007,2,1,1,12,,,2025-03-21 13:23:48,1,450670,338544,52.94192,-1.247446,
1011559,1,1004,2009670,6,400.0,110,6,,,1,0,0,0,,,18,0,1,0,0,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,Greenwich Leisure Limited,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,0,1,0,,1955,0,1,2019,1,0,,2,1,1,12,,,2025-04-07 13:35:26,1,419634,562635,54.95798,-1.694935,
1011560,1,1004,2009671,8,400.0,100,6,,,1,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,4,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,0,1,0,1,0,0,0,1,0,,1976,1,1,2010,1,1,2014,1,1,1,12,,,2025-05-02 09:28:56,1,398618,355133,53.09343,-2.022083,
1011562,1,1004,2009673,6,400.0,100,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,Rebuilt in 2012.,,2012-12-01,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1993,0,1,2012,1,0,,2,1,1,12,,,2025-07-04 10:18:33,1,382528,215850,51.84098,-2.254997,
1011563,1,1004,2009674,6,400.0,100,6,,,1,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,0,0,0,0,1,0,0,1,0,0,,1992,0,0,,0,0,,1,1,1,12,,,2025-01-29 10:26:38,1,528558,152285,51.25525,-0.1590992,
1011565,1,1004,2009676,8,400.0,110,10,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,0,1,0,0,1,0,,1958,0,1,2004,1,0,,2,1,1,12,,,2025-06-09 08:26:12,1,455041,359387,53.12883,-1.178861,
1011566,1,1004,2009677,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,0,0,,350,0,,0,0,350,3,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,0,1,0,,1973,0,1,2007,1,1,2020,2,1,1,12,,,2025-05-01 12:24:47,1,542054,191708,51.6063,0.04995723,
1011567,1,1004,2009678,6,400.0,100,6,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,0,1,0,,1955,0,1,1998,1,1,1998,2,1,1,12,,,2025-05-23 09:32:42,1,384405,434261,53.80442,-2.238279,
1011570,1,1004,2009681,6,400.0,110,6,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Private Use,Private,School/College/University (in house),Education,1,1,1,1,1,1,1,0,1,1,0,,2005,0,0,,1,0,,2,1,1,12,,,2025-11-26 12:42:41,1,448993,357302,53.11068,-1.269558,
