Site ID,Facility Type,Facility Subtype,Facility ID,Oval Track Lanes,Oval Track Length,Sprint Straight Length,Straight Track Lanes,Track Lanes,Track Length,Artificial Sports Lighting,Discuss Throw Facility,Hammer Throw Facility,High Jump Facility,Indoor Throw Net for Javelin,Indoor Throws Training - Cage,Infield Surface Type,Javelin Throw Facility,Long Jump Facility,Pole Vault Facility,Shot Put Facility,Steeplechase Water Jump,Track Surface Type,Triple Jump Facility,SpectatorAccom: Capacity Estimate,SpectatorAccom: Checked,SpectatorAccom: Shared Flag,SpectatorAccom: Designated Accessible,SpectatorAccom: Designated Accessible Covered,SpectatorAccom: Designated Accessible Uncovered,SpectatorAccom: Seating,SpectatorAccom: Seating Covered,SpectatorAccom: Seating Uncovered,SpectatorAccom: Standing,SpectatorAccom: Standing Covered,SpectatorAccom: Standing Uncovered,SpectatorAccom: Total Capacity,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
1005657,1,1004,2009364,8,0.0,0,0,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1989,0,1,2010,1,1,2006,3,1,1,12,2013-03-31,999,2013-04-02 00:00:00,0,450841,274477,52.36602,-1.254741,
1042724,1,1004,2009365,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,232,0,,0,0,233,3,"Nuneaton Harriers Athletic Club, manage facility. ",Nuneaton Harriers Community Association,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,0,1,1,0,,1999,0,1,2020,1,1,2011,2,1,1,12,,,2025-05-12 11:54:43,1,436505,290992,52.51562,-1.46348,
1005684,1,1004,2009366,6,0.0,0,0,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,2,,1987,0,1,1997,1,0,,2,1,1,12,2018-10-20,103,2018-10-26 12:40:11,0,515077,130728,51.06437,-0.3590861,
1005711,1,1004,2009368,6,400.0,100,8,,,1,0,0,0,,,11,1,1,1,0,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,0,1,0,Parking: 8 Designated bays,1972,0,1,2010,1,0,,2,1,1,12,,,2025-02-25 13:40:15,1,512168,103145,50.817,-0.4090658,
1005714,1,1004,2009369,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,1,,246,276,,0,0,524,3,,GLL,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,"Finding/Reaching Entrance: Signs, Doorways: Meet BS standards, Changing Facilities: Dedicated for wheelchair athletes, Toilets: Purpose built, Social Areas: Chair lift to 1st floor, Spectator Areas: Trackside seats/carers",1948,0,1,2025,1,1,2006,2,1,1,12,,,2025-09-16 13:04:14,1,506802,249516,52.13365,-0.4410074,
1005736,1,1004,2009370,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,Requires a track relay,Carn Brea Leisure Centre Trust,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,1,,1974,0,1,2007,1,0,,2,1,1,12,,,2025-11-19 12:45:15,1,167067,41119,50.22409,-5.26703,
1005753,1,1004,2009371,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,0,1,0,,1980,0,1,2011,1,1,2004,2,1,1,12,,,2025-11-20 11:46:23,1,458985,84577,50.65788,-1.166886,
1005782,1,1004,2009372,8,400.0,110,12,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,992,0,,0,0,993,3,,Corby Athletics Club,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1985,0,1,2005,1,1,2005,2,1,1,12,,,2025-06-10 10:32:12,1,487193,290661,52.5069,-0.716767,
1005795,1,1004,2009373,6,400.0,100,6,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,1,0,,0,0,,0,0,,0,0,0,3,,Active Northumberland,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,0,1,1,1,1,1,0,0,1,0,2 Disabled Bays.,1972,0,0,,1,0,,2,1,1,12,,,2025-07-16 07:11:50,1,427914,582715,55.13802,-1.56369,
1005824,1,1004,2009374,6,400.0,110,7,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,Site opening times displayed for this facility.,Places Leisure,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,1,,1996,0,1,2008,1,0,,2,1,1,12,,,2025-01-29 15:37:39,1,393908,564249,54.97283,-2.096704,
1006739,1,1004,2009375,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,764,0,,0,0,765,3,,Greenwich Leisure Limited,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1988,0,1,2025,1,1,2022,2,1,1,12,,,2025-09-10 10:04:49,1,473953,173086,51.45194,-0.9370982,
1007111,1,1004,2009377,8,400.0,110,8,,,1,1,1,1,,,11,1,1,0,1,1,18,1,1,1,0,,1,0,,388,0,,0,0,389,3,,Greenwich Leisure Limited,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,1,1,0,,1990,0,1,2004,1,1,2017,2,1,1,12,,,2025-04-08 13:43:12,1,535032,167812,51.39328,-0.0605177,
1007179,1,1004,2009378,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,Everyone Active,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1987,0,1,2004,1,1,2006,2,1,1,12,,,2025-04-24 09:54:00,1,515493,182761,51.53196,-0.3363402,
1007311,1,1004,2009379,6,400.0,110,10,,,1,1,1,1,,,11,1,1,1,1,1,18,1,1,1,0,,1,0,,57,0,,0,0,58,3,,,,,Pay and Play,Public Access,Community Organisation,Others,1,0,0,0,1,0,0,1,1,0,0,,1970,1,1,2003,1,1,2006,2,1,1,12,,,2025-05-29 12:24:19,1,531690,187488,51.57089,-0.1011943,
1007728,1,1004,2009380,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,1,1,0,,1980,0,1,2016,1,1,2021,2,1,1,12,,,2025-09-10 10:52:11,1,535394,178837,51.49228,-0.05110432,
1007809,1,1004,2009381,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,0,0,,274,0,,0,0,274,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,0,1,0,,2000,0,0,,1,1,2014,2,1,1,12,,,2025-10-28 12:19:33,1,528456,177407,51.48104,-0.1515021,
1007975,1,1004,2009382,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,1250,0,,0,0,1251,3,,Chelmsford City Council,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,1,1,0,,1999,0,1,2006,1,0,,2,1,1,12,,,2025-09-01 11:25:46,1,569232,208854,51.75282,0.450369,
1008029,1,1004,2009384,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,1,1,0,,1,0,,806,0,,0,0,807,3,,Freedom Leisure,,,Registered Membership use,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,"Lift access, disability accessible ramps to track and gym in event of lift not working, disability accessible ramp to Colin Jackson Suite, x3 disability accessible changing rooms/toilets",1997,0,1,2023,1,0,,2,1,1,12,,,2025-03-06 08:25:44,1,602928,143646,51.15608,0.9005492,
1008054,1,1004,2009386,6,400.0,100,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,0,1,0,,1978,0,1,2014,1,1,2013,2,1,1,12,,,2025-03-07 09:09:21,1,385563,438504,53.84259,-2.220895,
1008172,1,1004,2009387,6,400.0,100,8,,,1,0,0,0,,,11,1,1,1,0,0,18,1,0,1,0,,0,0,,312,0,,0,0,312,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,0,1,0,Finding/Reaching Entrance: Ramps,1953,0,1,2011,1,1,2006,2,1,1,12,,,2025-08-20 11:53:27,1,524821,172563,51.43832,-0.2055275,
1008269,1,1004,2009388,6,0.0,0,0,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1997,0,0,,1,1,2014,3,1,1,12,2014-04-01,999,2024-03-06 14:27:26,0,342613,407115,53.55753,-2.867754,
1008741,1,1004,2009389,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,1,1,0,,0,0,,400,0,,0,0,400,3,,Lincs Inspire,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,0,1,0,,1958,0,1,2004,1,1,2013,2,1,1,12,,,2025-05-13 08:28:37,1,528622,408242,53.55508,-0.05985915,
1009522,1,1004,2009390,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,Correct – although the floodlights are not currently available. ,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1999,0,0,,1,1,2007,2,1,1,12,,,2025-05-27 10:18:25,1,389940,405243,53.54375,-2.153267,
1010116,1,1004,2009391,8,0.0,0,0,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Sports Club / Community Association,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1975,0,1,2006,1,0,,3,1,1,12,2010-01-01,999,2023-10-26 09:35:06,0,435441,370671,53.23192,-1.470521,
1010216,1,1004,2009392,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,0,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,GLL,,,Registered Membership use,Public Access,Trust,Trust,1,1,1,1,1,0,1,0,1,1,0,,1997,0,1,2010,1,1,2007,2,1,1,12,,,2025-04-14 13:29:53,1,537536,174218,51.45025,-0.02206633,
1011281,1,1004,2009394,8,400.0,130,8,,,1,1,1,1,,,11,1,1,1,1,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,0,0,0,1,0,,1987,0,1,1995,1,1,2006,2,1,1,12,,,2025-04-03 10:05:52,1,381121,390039,53.40685,-2.285442,
1011283,1,1004,2009396,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,0,0,,90,0,,0,0,90,3,Not always managed- detailed times. ,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,0,1,1,0,0,0,1,0,Parking: 8 disabled parking bays,1972,0,1,2013,1,1,2004,2,1,1,12,,,2025-03-19 12:27:06,1,355185,117123,50.95178,-2.639363,
1011284,1,1004,2009397,6,400.0,110,8,,,1,0,0,0,,,11,1,1,1,0,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,Inspired Facilities funded new build in 2016 offering fully inclusive Clubhouse facilities. ,,2016-11-05,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"The Clubhouse was replaced in November 2016 with a fully inclusive 7 bay modular structure, offering fantastic facilities for users from every background. ",1970,0,1,2016,1,1,2016,2,1,1,12,,,2025-07-14 08:59:06,1,391394,390224,53.40878,-2.13092,
1011288,1,1004,2009401,6,400.0,100,8,,,1,0,0,0,,,11,1,1,1,0,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,0,1,0,,1980,0,1,2005,1,1,2012,2,1,1,12,,,2024-11-05 12:22:22,1,366139,427129,53.73946,-2.514823,
1011289,1,1004,2009402,6,0.0,0,0,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,1,0,1,1,1,0,,1965,0,1,2002,1,1,2007,2,1,1,12,2020-03-16,103,2022-02-07 14:59:30,0,502380,160621,51.33548,-0.5317036,
1002138,1,1004,2009403,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,0,0,,412,0,,0,0,412,3,,1Life,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2006,0,0,,1,0,,2,1,1,12,,,2025-08-07 09:21:18,1,522786,183843,51.54014,-0.2308759,
1011292,1,1004,2009405,6,400.0,130,6,,,1,1,1,0,,,11,1,1,1,1,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1974,0,1,2004,1,1,2004,2,1,1,12,,,2025-03-24 14:35:00,1,375074,431858,53.78246,-2.379757,
6011086,1,1004,2009407,7,0.0,0,0,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,1,1,0,0,0,2,,1964,0,1,2001,1,1,2001,1,1,1,12,2017-03-20,403,2024-03-09 10:01:49,0,367056,78767,50.60767,-2.466907,
30009883,1,1004,2009410,8,400.0,110,10,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,0,0,,480,0,,0,0,480,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,0,1,0,"Parking: 13 bays, Activity Areas: Hoist available in family changing room and poolside. 90% of fitness equipment is IFI standard",1987,0,1,2015,1,0,,2,1,1,12,,,2025-03-31 13:27:33,1,338581,389183,53.3959,-2.925114,
1011298,1,1004,2009411,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,0,0,,500,0,,3100,0,3600,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,0,0,0,1,0,,1990,0,1,2012,1,1,2001,1,1,1,12,,,2025-09-19 09:28:05,1,653022,308148,52.61214,1.736017,
1011299,1,1004,2009412,4,400.0,110,6,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,1,0,,0,0,,200,0,,0,0,200,5,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,0,1,0,,1970,0,1,2003,1,1,2000,2,1,1,12,2025-02-01,102,2025-05-15 08:06:54,1,473973,423540,53.70308,-0.8809474,
1011302,1,1004,2009415,6,0.0,0,0,,,0,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Private Use,Private,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1984,0,1,2006,1,1,2008,3,1,1,12,1990-01-01,999,2023-11-13 12:17:21,0,433989,572614,55.04688,-1.469602,
30010637,1,1004,2009416,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,0,0,,250,0,,0,0,250,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,0,0,0,1,0,,1985,0,1,2016,1,1,1998,2,1,1,12,,,2025-05-27 08:32:27,1,361883,387866,53.38628,-2.57454,
1011309,1,1004,2009422,6,0.0,0,0,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Free Public Access,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1975,0,0,,1,0,,1,1,1,12,2011-07-01,999,2024-02-13 10:49:21,0,431067,580500,55.11794,-1.514473,
1011329,1,1004,2009442,6,400.0,110,7,,,1,1,1,1,,,11,1,1,1,1,1,18,1,1,1,0,,1,0,,500,0,,0,0,501,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Parking: Designated bays, Finding/Reaching Entrance: Ramps, Reception Area: Lift",1963,0,1,2025,1,1,2000,2,1,1,12,,,2025-05-14 16:56:14,1,380859,394431,53.44631,-2.289656,
1011332,1,1004,2009445,7,400.0,100,7,,,1,1,1,1,,,11,1,1,0,1,0,19,1,0,0,0,,0,0,,0,0,,0,0,0,3,Also a 6 lane sprint track on site. ,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,0,0,0,0,1,0,,1967,0,1,2005,1,1,2001,2,1,1,12,,,2024-12-17 09:57:08,1,378729,389120,53.39849,-2.321361,
1011333,1,1004,2009446,6,400.0,110,6,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,0,1,1,1,1,1,1,1,0,1,0,,1995,0,1,2005,1,0,,2,1,1,12,,,2025-11-07 13:48:48,1,558604,147142,51.20148,0.268848,
1011334,1,1004,2009447,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,0,1,1,0,1,0,,1985,0,1,2022,1,1,2022,2,1,1,12,,,2025-09-22 14:16:19,1,529082,171961,51.43196,-0.1444803,
1011335,1,1004,2009448,8,400.0,100,8,,,1,1,1,1,,,11,1,1,0,1,1,18,1,0,1,0,,1,0,,196,0,,0,0,197,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,0,0,1,1,0,,2000,0,0,,1,0,,2,1,1,12,,,2025-07-10 14:23:00,1,423445,148333,51.2337,-1.665571,
1011338,1,1004,2009451,6,400.0,100,4,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Private Use,Private,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,1966,0,0,,1,1,2007,2,1,1,12,,,2025-07-24 09:51:36,1,439024,555972,54.89697,-1.393065,
1011342,1,1004,2009455,8,400.0,100,10,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,IFI Accredited,1988,0,1,2024,1,1,2009,2,1,1,12,,,2025-03-31 14:18:51,1,432156,420018,53.67567,-1.5147,
1011347,1,1004,2009460,8,400.0,100,10,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,100,0,,0,0,101,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,Reception Area: Specially designed for wheelchair users,1987,0,0,,1,1,1999,2,1,1,12,,,2025-05-16 13:09:54,1,390967,288075,52.49052,-2.134457,
1011348,1,1004,2009461,8,400.0,100,6,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,4,Not in use.,,,,Private Use,Private,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,1950,0,1,2004,1,0,,2,1,1,12,,,2025-07-25 08:58:14,1,452173,348463,53.03093,-1.223487,
1005843,1,1004,2009463,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,250,0,,0,0,251,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,1,1,0,,1994,0,1,2019,1,1,2005,2,1,1,12,,,2025-10-01 10:13:25,1,369991,312309,52.70762,-2.445588,
1011353,1,1004,2009466,6,400.0,100,6,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,1,1,0,,1997,0,0,,1,1,2009,2,1,1,12,,,2025-05-30 10:49:41,1,445631,442588,53.87751,-1.307411,
1011354,1,1004,2009467,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1974,0,1,2005,1,1,2006,2,1,1,12,,,2025-01-23 09:27:59,1,422673,302420,52.61909,-1.666529,
1011357,1,1004,2009470,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,0,18,1,0,1,0,,1,0,,100,0,,0,0,101,3,,GLL,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,1,1,0,,1955,0,1,2018,1,1,2005,2,1,1,12,,,2025-04-08 15:35:08,1,540953,174763,51.45431,0.02729728,
1011358,1,1004,2009471,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,0,1,1,1,1,1,1,0,1,0,"Finding/Reaching Entrance: Signposts, Doorways: Low Handles",1985,0,1,2017,0,0,,2,1,1,12,,,2025-04-01 11:30:22,1,416078,185360,51.5669,-1.769408,
1011360,1,1004,2009473,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,Active Luton,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1965,0,1,2010,1,1,2012,2,1,1,12,,,2025-08-01 12:21:30,1,508611,219514,51.86366,-0.4240761,
1011361,1,1004,2009474,6,0.0,0,0,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,2,,1938,0,1,1989,1,1,2011,2,1,1,12,2017-11-01,302,2017-11-13 09:56:21,0,510389,165676,51.37941,-0.4152105,
1011369,1,1004,2009481,6,400.0,100,6,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Private Use,Private,School/College/University (in house),Education,1,1,1,1,1,1,1,1,0,1,0,,1960,0,0,,1,1,2010,1,1,1,12,,,2025-12-30 14:34:06,1,339608,392388,53.42483,-2.910286,
1011376,1,1004,2009488,8,400.0,100,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,150,0,,0,0,151,3,,BH Live,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,0,0,1,1,0,,1990,0,0,,1,0,,2,1,1,12,,,2025-09-26 09:26:07,1,440817,115791,50.94012,-1.420435,
1011379,1,1004,2009491,8,0.0,0,0,,,1,0,0,0,,,11,0,0,0,0,0,18,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1994,0,1,2003,1,0,,3,1,1,12,2014-03-17,999,2023-12-12 10:00:56,0,472880,260185,52.23506,-0.9342144,
1011380,1,1004,2009492,8,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,1,0,,1,0,,200,0,,0,0,201,3,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,1,1,0,,1936,0,1,2018,1,1,2018,2,1,1,12,,,2025-04-08 14:34:36,1,339448,556764,54.90192,-2.945797,
1011383,1,1004,2009495,6,400.0,100,6,,,0,0,0,0,,,11,0,0,0,0,0,11,0,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,,1978,0,1,2005,1,1,2019,2,1,1,12,,,2025-10-07 11:35:05,1,494580,116318,50.93855,-0.6552649,
1011388,1,1004,2009500,6,400.0,100,6,,,1,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,4,Out of use since 2016.,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,1973,0,0,,1,1,2009,1,1,1,12,,,2025-08-14 09:29:56,1,384509,387986,53.3885,-2.23437,
1011389,1,1004,2009501,8,400.0,110,8,,,1,0,0,1,,,18,0,1,1,1,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Registered Membership use,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,Changing Facilities: Ramp,1997,0,1,2014,1,1,2012,2,1,1,12,,,2024-09-26 11:28:23,1,391704,321827,52.79396,-2.124455,
6021771,1,1004,2009502,6,400.0,100,6,,,1,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,3,Floodlights currently out of use (2020),,,,Private Use,Private,MOD,Others,1,1,1,1,1,1,1,1,1,1,0,,1979,0,1,2005,1,1,2005,2,1,1,12,,,2025-11-27 09:55:45,1,354897,124234,51.0157,-2.64434,
1011393,1,1004,2009505,7,0.0,0,0,,,0,0,0,0,,,11,0,0,0,0,0,19,0,0,0,0,,0,0,,0,0,,0,0,0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1975,0,1,2002,1,1,2003,3,1,1,12,2014-08-31,999,2014-09-09 00:00:00,0,424360,552554,54.86718,-1.62199,
1011396,1,1004,2009508,6,400.0,100,6,,,1,1,1,1,,,11,1,1,1,1,0,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,1,1,0,,1995,0,0,,1,1,2004,2,1,1,12,,,2025-07-04 12:51:41,1,428246,550473,54.84828,-1.561648,
1011399,1,1004,2009511,6,400.0,110,8,,,1,1,1,1,,,11,1,1,1,1,1,18,1,0,0,0,,0,0,,0,0,,0,0,0,3,8 Lane straight,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1988,0,1,2004,1,1,2010,2,1,1,12,,,2025-02-06 10:50:36,1,392592,399614,53.49319,-2.113126,
